Units of Measure,Arithmetic Mean,1st Max Value,1st Max Hour,State Name,CBSA Name
Knots,3.2625,6.4,14,Iowa,"Omaha-Council Bluffs, NE-IA"
Knots,3.308333,7.2,13,Iowa,"Omaha-Council Bluffs, NE-IA"
Knots,2.745833,8.1,19,Iowa,"Omaha-Council Bluffs, NE-IA"
Knots,6.525,10.2,15,Iowa,"Omaha-Council Bluffs, NE-IA"
Knots,5.308333,9.1,12,Iowa,"Omaha-Council Bluffs, NE-IA"
Knots,3.1125,6.1,12,Iowa,"Omaha-Council Bluffs, NE-IA"
Knots,1.366667,4.3,13,Iowa,"Omaha-Council Bluffs, NE-IA"
Knots,1.908333,3.5,17,Iowa,"Omaha-Council Bluffs, NE-IA"
Knots,2.745833,5.8,11,Iowa,"Omaha-Council Bluffs, NE-IA"
Knots,2.425,6.1,14,Iowa,"Omaha-Council Bluffs, NE-IA"
Knots,3.775,5.6,14,Iowa,"Omaha-Council Bluffs, NE-IA"
Knots,1.9375,4.8,10,Iowa,"Omaha-Council Bluffs, NE-IA"
Knots,3.2375,6.1,8,Iowa,"Omaha-Council Bluffs, NE-IA"
Knots,4.604167,9.8,11,Iowa,"Omaha-Council Bluffs, NE-IA"
Knots,4.8125,7.3,11,Iowa,"Omaha-Council Bluffs, NE-IA"
Knots,2.891667,6.7,11,Iowa,"Omaha-Council Bluffs, NE-IA"
Knots,6.595833,11,10,Iowa,"Omaha-Council Bluffs, NE-IA"
Knots,5.758333,10.7,0,Iowa,"Omaha-Council Bluffs, NE-IA"
Knots,2.895833,5.1,11,Iowa,"Omaha-Council Bluffs, NE-IA"
Knots,2.395833,5.5,8,Iowa,"Omaha-Council Bluffs, NE-IA"
Knots,2.220833,6.2,14,Iowa,"Omaha-Council Bluffs, NE-IA"
Knots,1.308333,4.7,9,Iowa,"Omaha-Council Bluffs, NE-IA"
Knots,5.266667,7.9,9,Iowa,"Iowa City, IA"
Knots,1.558333,3.6,10,Iowa,"Iowa City, IA"
Knots,1.741667,2.9,17,Iowa,"Iowa City, IA"
Knots,1.7,2.6,0,Iowa,"Iowa City, IA"
Knots,0.791667,1.9,11,Iowa,"Iowa City, IA"
Knots,3.558333,4.9,20,Iowa,"Iowa City, IA"
Knots,3.358333,4.3,10,Iowa,"Iowa City, IA"
Knots,2.883333,4,1,Iowa,"Iowa City, IA"
Knots,2.0125,3.2,22,Iowa,"Iowa City, IA"
Knots,3.741667,5.3,7,Iowa,"Iowa City, IA"
Knots,3.695833,5.8,12,Iowa,"Iowa City, IA"
Knots,1.0375,3.2,14,Iowa,"Iowa City, IA"
Knots,1.004167,3,13,Iowa,"Iowa City, IA"
Knots,2.441667,8.2,13,Iowa,"Iowa City, IA"
Knots,2.133333,4.9,13,Iowa,"Iowa City, IA"
Knots,6.408333,9.2,5,Iowa,"Iowa City, IA"
Knots,4.4,6.1,14,Iowa,"Iowa City, IA"
Knots,3.175,7.3,15,Iowa,"Iowa City, IA"
Knots,4.345833,12.8,18,Iowa,"Iowa City, IA"
Knots,3.008333,7.2,15,Iowa,"Iowa City, IA"
Knots,5.508333,10,20,Iowa,"Iowa City, IA"
Knots,4.408333,8.3,0,Iowa,"Iowa City, IA"
Knots,2.4625,4.9,19,Iowa,"Iowa City, IA"
Knots,2.529167,4.9,11,Iowa,"Iowa City, IA"
Knots,6.054167,8.3,17,Iowa,"Iowa City, IA"
Knots,5.695833,7.6,10,Iowa,"Iowa City, IA"
Knots,3.279167,5.5,10,Iowa,"Iowa City, IA"
Knots,1.904167,3.6,19,Iowa,"Iowa City, IA"
Knots,3.683333,4.9,13,Iowa,"Iowa City, IA"
Knots,3.5625,5.5,13,Iowa,"Iowa City, IA"
Knots,0,0,0,Iowa,"Iowa City, IA"
Knots,0,0,0,Iowa,"Iowa City, IA"
Knots,0,0,0,Iowa,"Iowa City, IA"
Knots,1.5625,4.5,15,Iowa,"Iowa City, IA"
Knots,5.991667,11.3,13,Iowa,"Iowa City, IA"
Knots,5.533333,7.7,15,Iowa,"Iowa City, IA"
Knots,4.45,7.1,15,Iowa,"Iowa City, IA"
Knots,2.7875,4.4,0,Iowa,"Iowa City, IA"
Knots,2.633333,3.5,19,Iowa,"Iowa City, IA"
Knots,2.008333,3.3,4,Iowa,"Iowa City, IA"
Knots,3.825,5.9,13,Iowa,"Iowa City, IA"
Knots,4.508333,5.9,14,Iowa,"Iowa City, IA"
Knots,5.7875,8.2,15,Iowa,"Iowa City, IA"
Knots,5.004167,7.6,10,Iowa,"Iowa City, IA"
Knots,5.270833,6.1,1,Iowa,"Iowa City, IA"
Knots,4.983333,6.5,11,Iowa,"Iowa City, IA"
Knots,2.370833,4.8,7,Iowa,"Iowa City, IA"
Knots,1.254167,2.7,12,Iowa,"Iowa City, IA"
Knots,2.116667,4,15,Iowa,"Iowa City, IA"
Knots,1.516667,2.6,12,Iowa,"Iowa City, IA"
Knots,2.841667,4.2,14,Iowa,"Iowa City, IA"
Knots,3.529167,7.3,22,Iowa,"Iowa City, IA"
Knots,3.729167,6.4,11,Iowa,"Iowa City, IA"
Knots,2.720833,4.6,3,Iowa,"Iowa City, IA"
Knots,5.025,8.6,9,Iowa,"Iowa City, IA"
Knots,1.4,3.2,0,Iowa,"Iowa City, IA"
Knots,1.9875,4.4,13,Iowa,"Iowa City, IA"
Knots,1.995833,3.9,23,Iowa,"Iowa City, IA"
Knots,5.9,10.7,13,Iowa,"Iowa City, IA"
Knots,3.095833,7.6,0,Iowa,"Iowa City, IA"
Knots,2.266667,4.9,10,Iowa,"Iowa City, IA"
Knots,1.245833,3.2,16,Iowa,"Iowa City, IA"
Knots,3.233333,5.6,9,Iowa,"Iowa City, IA"
Knots,1.516667,2.3,2,Iowa,"Iowa City, IA"
Knots,2.108333,4.5,16,Iowa,"Iowa City, IA"
Knots,3.15,5.8,15,Iowa,"Iowa City, IA"
Knots,1.7875,3.4,3,Iowa,"Iowa City, IA"
Knots,3.708333,7.8,13,Iowa,"Iowa City, IA"
Knots,4.758333,7.3,15,Iowa,"Iowa City, IA"
Knots,3.7875,6.8,15,Iowa,"Iowa City, IA"
Knots,1.775,4.8,9,Iowa,"Iowa City, IA"
Knots,1.829167,3.5,13,Iowa,"Iowa City, IA"
Knots,4.691667,7.7,21,Iowa,"Iowa City, IA"
Knots,4.929167,7.1,1,Iowa,"Iowa City, IA"
Knots,2.729167,3.6,15,Iowa,"Iowa City, IA"
Knots,4.925,8.6,22,Iowa,"Iowa City, IA"
Knots,7.966667,10.6,14,Iowa,"Iowa City, IA"
Knots,2.5625,4.8,9,Iowa,"Iowa City, IA"
Knots,3.225,6.2,14,Iowa,"Iowa City, IA"
Knots,4.904167,8.8,12,Iowa,"Iowa City, IA"
Knots,2.470833,4.3,20,Iowa,"Iowa City, IA"
Knots,3.8875,6.1,13,Iowa,"Iowa City, IA"
Knots,3.6625,6.5,6,Iowa,"Iowa City, IA"
Knots,2.466667,4,11,Iowa,"Iowa City, IA"
Knots,1.125,2.4,0,Iowa,"Iowa City, IA"
Knots,4.741667,10.7,20,Iowa,"Iowa City, IA"
Knots,6.370833,10.2,14,Iowa,"Iowa City, IA"
Knots,6.058333,10.2,12,Iowa,"Iowa City, IA"
Knots,7.016667,10.5,10,Iowa,"Iowa City, IA"
Knots,6.7375,10.2,16,Iowa,"Iowa City, IA"
Knots,2.079167,4,1,Iowa,"Iowa City, IA"
Knots,4.325,7.7,13,Iowa,"Iowa City, IA"
Knots,2.5,4.8,5,Iowa,"Iowa City, IA"
Knots,2.479167,5.7,14,Iowa,"Iowa City, IA"
Knots,3.558333,6.3,14,Iowa,"Iowa City, IA"
Knots,2.883333,5,14,Iowa,"Iowa City, IA"
Knots,3.616667,7.2,15,Iowa,"Iowa City, IA"
Knots,3.529167,5.1,2,Iowa,"Iowa City, IA"
Knots,3.316667,5.7,21,Iowa,"Iowa City, IA"
Knots,6.404167,9.3,18,Iowa,"Iowa City, IA"
Knots,6.479167,9.6,10,Iowa,"Iowa City, IA"
Knots,5.008333,8.2,10,Iowa,"Iowa City, IA"
Knots,4.379167,6.3,16,Iowa,"Iowa City, IA"
Knots,4.6625,7.7,14,Iowa,"Iowa City, IA"
Knots,3.854167,5.8,11,Iowa,"Iowa City, IA"
Knots,1.641667,3.6,9,Iowa,"Iowa City, IA"
Knots,2.629167,5.6,16,Iowa,"Iowa City, IA"
Knots,2.866667,5.2,11,Iowa,"Iowa City, IA"
Knots,4.825,8.1,12,Iowa,"Iowa City, IA"
Knots,3.095833,6,15,Iowa,"Iowa City, IA"
Knots,3.020833,6.4,15,Iowa,"Iowa City, IA"
Knots,2,3.5,11,Iowa,"Iowa City, IA"
Knots,2.3,4.4,10,Iowa,"Iowa City, IA"
Knots,3.816667,8.4,12,Iowa,"Iowa City, IA"
Knots,3.783333,6,14,Iowa,"Iowa City, IA"
Knots,4.55,7.5,11,Iowa,"Iowa City, IA"
Knots,3.0125,6,15,Iowa,"Iowa City, IA"
Knots,2.2375,4.8,7,Iowa,"Iowa City, IA"
Knots,4.4875,10.3,17,Iowa,"Iowa City, IA"
Knots,2.379167,5.8,8,Iowa,"Iowa City, IA"
Knots,4.845833,6.3,10,Iowa,"Cedar Rapids, IA"
Knots,2.2875,4.2,10,Iowa,"Cedar Rapids, IA"
Knots,2.545833,4.4,17,Iowa,"Cedar Rapids, IA"
Knots,3.016667,4,19,Iowa,"Cedar Rapids, IA"
Knots,0.920833,2.5,22,Iowa,"Cedar Rapids, IA"
Knots,4.241667,5.9,14,Iowa,"Cedar Rapids, IA"
Knots,3.7375,5.4,0,Iowa,"Cedar Rapids, IA"
Knots,3.541667,4.4,14,Iowa,"Cedar Rapids, IA"
Knots,3.0375,4.3,15,Iowa,"Cedar Rapids, IA"
Knots,3.779167,6.3,4,Iowa,"Cedar Rapids, IA"
Knots,4.858333,7.1,12,Iowa,"Cedar Rapids, IA"
Knots,2.716667,4.5,11,Iowa,"Cedar Rapids, IA"
Knots,1.433333,3.6,12,Iowa,"Cedar Rapids, IA"
Knots,4.333333,8.9,21,Iowa,"Cedar Rapids, IA"
Knots,4.1,6.9,0,Iowa,"Cedar Rapids, IA"
Knots,6.6125,8.9,18,Iowa,"Cedar Rapids, IA"
Knots,4.25,6.8,13,Iowa,"Cedar Rapids, IA"
Knots,3.7125,8.4,13,Iowa,"Cedar Rapids, IA"
Knots,5.5375,12.3,16,Iowa,"Cedar Rapids, IA"
Knots,4.891667,9,14,Iowa,"Cedar Rapids, IA"
Knots,7.645833,10.1,13,Iowa,"Cedar Rapids, IA"
Knots,4.575,6.9,15,Iowa,"Cedar Rapids, IA"
Knots,3.4,6.3,16,Iowa,"Cedar Rapids, IA"
Knots,2.704167,5,11,Iowa,"Cedar Rapids, IA"
Knots,6.245833,9,20,Iowa,"Cedar Rapids, IA"
Knots,5.6875,8,4,Iowa,"Cedar Rapids, IA"
Knots,3.245833,5,10,Iowa,"Cedar Rapids, IA"
Knots,2.7375,5.4,16,Iowa,"Cedar Rapids, IA"
Knots,6.0375,7.4,16,Iowa,"Cedar Rapids, IA"
Knots,6.478571,7.8,10,Iowa,"Cedar Rapids, IA"
Knots,2.564706,4.2,23,Iowa,"Cedar Rapids, IA"
Knots,5.129167,7.2,14,Iowa,"Cedar Rapids, IA"
Knots,2.1,5.2,0,Iowa,"Cedar Rapids, IA"
Knots,5.054167,12.9,14,Iowa,"Cedar Rapids, IA"
Knots,4.691667,7.4,15,Iowa,"Cedar Rapids, IA"
Knots,3.175,5,13,Iowa,"Cedar Rapids, IA"
Knots,3.1375,4.7,16,Iowa,"Cedar Rapids, IA"
Knots,2.358333,4.7,15,Iowa,"Cedar Rapids, IA"
Knots,4.020833,5.9,13,Iowa,"Cedar Rapids, IA"
Knots,4.429167,6.3,12,Iowa,"Cedar Rapids, IA"
Knots,5.829167,7.5,9,Iowa,"Cedar Rapids, IA"
Knots,5.529167,7.4,13,Iowa,"Cedar Rapids, IA"
Knots,5.875,7.7,12,Iowa,"Cedar Rapids, IA"
Knots,5.204167,6.4,10,Iowa,"Cedar Rapids, IA"
Knots,2.95,5.2,0,Iowa,"Cedar Rapids, IA"
Knots,1.858333,3.6,15,Iowa,"Cedar Rapids, IA"
Knots,2.833333,5.9,13,Iowa,"Cedar Rapids, IA"
Knots,2.591667,5.2,13,Iowa,"Cedar Rapids, IA"
Knots,3.670833,7,16,Iowa,"Cedar Rapids, IA"
Knots,4.8875,7.2,12,Iowa,"Cedar Rapids, IA"
Knots,5.866667,8.6,1,Iowa,"Cedar Rapids, IA"
Knots,4.9625,8.1,0,Iowa,"Cedar Rapids, IA"
Knots,5.795833,9.2,9,Iowa,"Cedar Rapids, IA"
Knots,2.2,4.8,12,Iowa,"Cedar Rapids, IA"
Knots,3.45,7.1,13,Iowa,"Cedar Rapids, IA"
Knots,2.466667,5.4,16,Iowa,"Cedar Rapids, IA"
Knots,6.858333,12.4,12,Iowa,"Cedar Rapids, IA"
Knots,3.395833,6.3,0,Iowa,"Cedar Rapids, IA"
Knots,4.279167,7.6,12,Iowa,"Cedar Rapids, IA"
Knots,2.054167,4,15,Iowa,"Cedar Rapids, IA"
Knots,3.658333,7.2,11,Iowa,"Cedar Rapids, IA"
Knots,2.033333,3.5,13,Iowa,"Cedar Rapids, IA"
Knots,2.454167,4.6,14,Iowa,"Cedar Rapids, IA"
Knots,4.566667,6.3,14,Iowa,"Cedar Rapids, IA"
Knots,3.070833,7,10,Iowa,"Cedar Rapids, IA"
Knots,5.454167,10.3,14,Iowa,"Cedar Rapids, IA"
Knots,7.420833,10.9,21,Iowa,"Cedar Rapids, IA"
Knots,7.225,10.3,11,Iowa,"Cedar Rapids, IA"
Knots,2.3875,6.3,9,Iowa,"Cedar Rapids, IA"
Knots,2.191667,4.9,12,Iowa,"Cedar Rapids, IA"
Knots,6.0625,10.1,23,Iowa,"Cedar Rapids, IA"
Knots,6.8875,10.2,11,Iowa,"Cedar Rapids, IA"
Knots,3.820833,5.3,18,Iowa,"Cedar Rapids, IA"
Knots,5.958333,8.7,23,Iowa,"Cedar Rapids, IA"
Knots,8.370833,12.7,12,Iowa,"Cedar Rapids, IA"
Knots,3.4125,6.2,9,Iowa,"Cedar Rapids, IA"
Knots,4.116667,7.6,14,Iowa,"Cedar Rapids, IA"
Knots,7.029167,10.2,16,Iowa,"Cedar Rapids, IA"
Knots,3.6125,4.9,2,Iowa,"Cedar Rapids, IA"
Knots,4.529167,6.7,15,Iowa,"Cedar Rapids, IA"
Knots,7.695833,12.2,9,Iowa,"Cedar Rapids, IA"
Knots,3.2625,5.6,12,Iowa,"Cedar Rapids, IA"
Knots,2.047826,3.6,17,Iowa,"Cedar Rapids, IA"
Knots,6.0875,10.1,19,Iowa,"Cedar Rapids, IA"
Knots,5.9875,9.9,12,Iowa,"Cedar Rapids, IA"
Knots,7.9625,12.1,15,Iowa,"Cedar Rapids, IA"
Knots,7.129167,11.5,16,Iowa,"Cedar Rapids, IA"
Knots,6.683333,9.6,11,Iowa,"Cedar Rapids, IA"
Knots,2.283333,5.4,1,Iowa,"Cedar Rapids, IA"
Knots,5.945833,9.7,14,Iowa,"Cedar Rapids, IA"
Knots,4.4,8.7,9,Iowa,"Cedar Rapids, IA"
Knots,4.4,8.2,14,Iowa,"Cedar Rapids, IA"
Knots,4.95,8.7,16,Iowa,"Cedar Rapids, IA"
Knots,4.791667,7.6,11,Iowa,"Cedar Rapids, IA"
Knots,4.983333,8.8,16,Iowa,"Cedar Rapids, IA"
Knots,5.1,6.6,10,Iowa,"Cedar Rapids, IA"
Knots,6.079167,9.5,12,Iowa,"Cedar Rapids, IA"
Knots,6.6875,9.6,17,Iowa,"Cedar Rapids, IA"
Knots,5.9375,7.4,4,Iowa,"Cedar Rapids, IA"
Knots,8.508333,12.4,11,Iowa,"Cedar Rapids, IA"
Knots,7.4375,12,13,Iowa,"Cedar Rapids, IA"
Knots,5.166667,7.5,8,Iowa,"Cedar Rapids, IA"
Knots,4.175,6.4,8,Iowa,"Cedar Rapids, IA"
Knots,1.945833,4,9,Iowa,"Cedar Rapids, IA"
Knots,3.641667,6.1,16,Iowa,"Cedar Rapids, IA"
Knots,3.7625,7.9,14,Iowa,"Cedar Rapids, IA"
Knots,5.370833,7.1,12,Iowa,"Cedar Rapids, IA"
Knots,3.783333,5.8,14,Iowa,"Cedar Rapids, IA"
Knots,3.925,8.9,15,Iowa,"Cedar Rapids, IA"
Knots,5.154167,8,8,Iowa,"Cedar Rapids, IA"
Knots,3.833333,6,10,Iowa,"Cedar Rapids, IA"
Knots,4.15,7,11,Iowa,"Cedar Rapids, IA"
Knots,4.958333,8.7,16,Iowa,"Cedar Rapids, IA"
Knots,6.433333,9.1,14,Iowa,"Cedar Rapids, IA"
Knots,4.704167,7.1,15,Iowa,"Cedar Rapids, IA"
Knots,3.775,6.8,7,Iowa,"Cedar Rapids, IA"
Knots,5.016667,9.6,16,Iowa,"Cedar Rapids, IA"
Knots,2.958333,6.9,8,Iowa,"Cedar Rapids, IA"
Knots,0,0,0,Iowa,"Muscatine, IA"
Knots,0,0,0,Iowa,"Muscatine, IA"
Knots,0,0,0,Iowa,"Muscatine, IA"
Knots,0,0,0,Iowa,"Muscatine, IA"
Knots,0.525,2.4,19,Iowa,"Muscatine, IA"
Knots,3.629167,5.5,18,Iowa,"Muscatine, IA"
Knots,3.958333,5.4,15,Iowa,"Muscatine, IA"
Knots,4.491667,6.5,6,Iowa,"Muscatine, IA"
Knots,1.741667,3,6,Iowa,"Muscatine, IA"
Knots,1.870833,3.2,9,Iowa,"Muscatine, IA"
Knots,3.983333,6.5,13,Iowa,"Muscatine, IA"
Knots,3.0125,4.3,15,Iowa,"Muscatine, IA"
Knots,2.858333,4.5,9,Iowa,"Muscatine, IA"
Knots,3.2,5.7,19,Iowa,"Muscatine, IA"
Knots,3.3375,6.9,15,Iowa,"Muscatine, IA"
Knots,4.4625,6.2,6,Iowa,"Muscatine, IA"
Knots,2.7875,4.2,10,Iowa,"Muscatine, IA"
Knots,2.041667,4.3,13,Iowa,"Muscatine, IA"
Knots,4.145833,8.7,18,Iowa,"Muscatine, IA"
Knots,3.929167,8.7,14,Iowa,"Muscatine, IA"
Knots,4.145833,6.3,13,Iowa,"Muscatine, IA"
Knots,3.5375,5,8,Iowa,"Muscatine, IA"
Knots,2.85,5.3,16,Iowa,"Muscatine, IA"
Knots,3.304167,6.6,15,Iowa,"Muscatine, IA"
Knots,7.220833,10.8,22,Iowa,"Muscatine, IA"
Knots,8.8,11.9,6,Iowa,"Muscatine, IA"
Knots,5.691667,9.2,6,Iowa,"Muscatine, IA"
Knots,2.266667,3.6,20,Iowa,"Muscatine, IA"
Knots,3.9375,5.4,16,Iowa,"Muscatine, IA"
Knots,5.770833,8.5,15,Iowa,"Muscatine, IA"
Knots,6.325,8.8,2,Iowa,"Muscatine, IA"
Knots,4.133333,5.6,12,Iowa,"Muscatine, IA"
Knots,2.1125,4.8,0,Iowa,"Muscatine, IA"
Knots,2.891667,4.7,13,Iowa,"Muscatine, IA"
Knots,4.258333,7,13,Iowa,"Muscatine, IA"
Knots,3.9125,6.3,12,Iowa,"Muscatine, IA"
Knots,2.716667,4,15,Iowa,"Muscatine, IA"
Knots,2.779167,4.2,8,Iowa,"Muscatine, IA"
Knots,3.833333,5.4,14,Iowa,"Muscatine, IA"
Knots,3.4125,5.6,3,Iowa,"Muscatine, IA"
Knots,4.795833,6.3,3,Iowa,"Muscatine, IA"
Knots,6.2,9.4,13,Iowa,"Muscatine, IA"
Knots,4.8125,6.3,8,Iowa,"Muscatine, IA"
Knots,4.416667,6.2,14,Iowa,"Muscatine, IA"
Knots,5.025,6.5,8,Iowa,"Muscatine, IA"
Knots,6.341667,9.3,12,Iowa,"Muscatine, IA"
Knots,2.675,4.2,1,Iowa,"Muscatine, IA"
Knots,2.029167,4.5,18,Iowa,"Muscatine, IA"
Knots,2.708333,4.4,1,Iowa,"Muscatine, IA"
Knots,2.008333,4,12,Iowa,"Muscatine, IA"
Knots,3,4.3,6,Iowa,"Muscatine, IA"
Knots,4.033333,7.5,22,Iowa,"Muscatine, IA"
Knots,4.545833,6.5,0,Iowa,"Muscatine, IA"
Knots,3.5375,5.3,4,Iowa,"Muscatine, IA"
Knots,3.9875,7.6,11,Iowa,"Muscatine, IA"
Knots,1.6875,4.6,13,Iowa,"Muscatine, IA"
Knots,2.291667,4.3,14,Iowa,"Muscatine, IA"
Knots,3.4375,5.4,19,Iowa,"Muscatine, IA"
Knots,4.716667,6.9,12,Iowa,"Muscatine, IA"
Knots,3.15,5.6,9,Iowa,"Muscatine, IA"
Knots,3.620833,6.1,13,Iowa,"Muscatine, IA"
Knots,2.695833,4.8,16,Iowa,"Muscatine, IA"
Knots,4.845833,7,10,Iowa,"Muscatine, IA"
Knots,2.475,4.7,17,Iowa,"Muscatine, IA"
Knots,2.420833,5.2,22,Iowa,"Muscatine, IA"
Knots,3.670833,7.2,16,Iowa,"Muscatine, IA"
Knots,3.1375,5.5,9,Iowa,"Muscatine, IA"
Knots,4.633333,8.4,15,Iowa,"Muscatine, IA"
Knots,6.766667,10.3,20,Iowa,"Muscatine, IA"
Knots,3.691667,6.9,10,Iowa,"Muscatine, IA"
Knots,2.933333,6.6,9,Iowa,"Muscatine, IA"
Knots,2.529167,4.2,0,Iowa,"Muscatine, IA"
Knots,7.195833,11.5,15,Iowa,"Muscatine, IA"
Knots,5.554167,10.4,6,Iowa,"Muscatine, IA"
Knots,3.204167,4.3,20,Iowa,"Muscatine, IA"
Knots,7.3125,14.6,23,Iowa,"Muscatine, IA"
Knots,12.233333,15.7,6,Iowa,"Muscatine, IA"
Knots,4.070833,6.5,8,Iowa,"Muscatine, IA"
Knots,3.15,5,12,Iowa,"Muscatine, IA"
Knots,4.8375,8.7,11,Iowa,"Muscatine, IA"
Knots,3.033333,5.1,0,Iowa,"Muscatine, IA"
Knots,4.383333,5.6,15,Iowa,"Muscatine, IA"
Knots,5.241667,7.1,7,Iowa,"Muscatine, IA"
Knots,3.566667,7.3,17,Iowa,"Muscatine, IA"
Knots,1.808333,3.6,21,Iowa,"Muscatine, IA"
Knots,4.183333,7.7,20,Iowa,"Muscatine, IA"
Knots,5.033333,7.6,14,Iowa,"Muscatine, IA"
Knots,6.958333,11.4,14,Iowa,"Muscatine, IA"
Knots,5.5,7.3,0,Iowa,"Muscatine, IA"
Knots,2.5625,6.8,8,Iowa,"Muscatine, IA"
Knots,4.5375,7.6,16,Iowa,"Muscatine, IA"
Knots,4.441667,6.7,8,Iowa,"Muscatine, IA"
Knots,3.4875,6,13,Iowa,"Muscatine, IA"
Knots,4.429167,6.8,15,Iowa,"Muscatine, IA"
Knots,3.908333,6.9,12,Iowa,"Muscatine, IA"
Knots,2.941667,5.5,16,Iowa,"Muscatine, IA"
Knots,3.570833,5.4,2,Iowa,"Muscatine, IA"
Knots,3.820833,5.3,12,Iowa,"Muscatine, IA"
Knots,6.841667,11.4,15,Iowa,"Muscatine, IA"
Knots,4.454167,6.6,10,Iowa,"Muscatine, IA"
Knots,4.369565,6.9,8,Iowa,"Muscatine, IA"
Knots,3.979167,6.1,12,Iowa,"Muscatine, IA"
Knots,3.629167,6.1,20,Iowa,"Muscatine, IA"
Knots,2.9625,4.9,16,Iowa,"Muscatine, IA"
Knots,2.2375,4.6,9,Iowa,"Muscatine, IA"
Knots,3.141667,4.4,14,Iowa,"Muscatine, IA"
Knots,2.520833,4.2,13,Iowa,"Muscatine, IA"
Knots,3.208333,6.2,8,Iowa,"Muscatine, IA"
Knots,2.254167,4,12,Iowa,"Muscatine, IA"
Knots,2.604167,4.9,14,Iowa,"Muscatine, IA"
Knots,2.183333,3.6,8,Iowa,"Muscatine, IA"
Knots,2.55,4.8,13,Iowa,"Muscatine, IA"
Knots,2.870833,5.9,15,Iowa,"Muscatine, IA"
Knots,4.675,7,22,Iowa,"Muscatine, IA"
Knots,5.320833,9.7,13,Iowa,"Muscatine, IA"
Knots,3.825,6.7,15,Iowa,"Muscatine, IA"
Knots,2.679167,7.2,7,Iowa,"Muscatine, IA"
Knots,3.35,6.9,17,Iowa,"Muscatine, IA"
Knots,2.283333,5.8,10,Iowa,"Muscatine, IA"
Knots,3.033333,6.2,15,Iowa,"Muscatine, IA"
Knots,0,0,0,Iowa,"Muscatine, IA"
Knots,0,0,0,Iowa,"Muscatine, IA"
Knots,0,0,0,Iowa,"Muscatine, IA"
Knots,0.018182,0.2,10,Iowa,"Muscatine, IA"
Knots,2.927273,4,15,Iowa,"Muscatine, IA"
Knots,1.579167,2.9,8,Iowa,"Muscatine, IA"
Knots,1.2,2.3,9,Iowa,"Muscatine, IA"
Knots,3.6,6.1,13,Iowa,"Muscatine, IA"
Knots,1.483333,4,15,Iowa,"Muscatine, IA"
Knots,1.270833,3.1,12,Iowa,"Muscatine, IA"
Knots,2.891667,6.7,19,Iowa,"Muscatine, IA"
Knots,2.695833,5.5,1,Iowa,"Muscatine, IA"
Knots,2.591667,3.6,18,Iowa,"Muscatine, IA"
Knots,1.6625,2.9,14,Iowa,"Muscatine, IA"
Knots,1.195833,2.9,13,Iowa,"Muscatine, IA"
Knots,1.127273,2.3,9,Iowa,"Muscatine, IA"
Knots,5.283333,6.3,17,Iowa,"Muscatine, IA"
Knots,5.520833,7.6,6,Iowa,"Muscatine, IA"
Knots,2.625,4.7,10,Iowa,"Muscatine, IA"
Knots,1.483333,3.6,17,Iowa,"Muscatine, IA"
Knots,3.816667,5.4,14,Iowa,"Muscatine, IA"
Knots,4.245833,5.1,4,Iowa,"Muscatine, IA"
Knots,5.179167,7.4,9,Iowa,"Muscatine, IA"
Knots,2.525,3.6,0,Iowa,"Muscatine, IA"
Knots,1.683333,2.7,5,Iowa,"Muscatine, IA"
Knots,3.320833,5,21,Iowa,"Muscatine, IA"
Knots,1.5625,4.1,0,Iowa,"Muscatine, IA"
Knots,0,0,0,Iowa,"Muscatine, IA"
Knots,0,0,0,Iowa,"Muscatine, IA"
Knots,0.683333,3,22,Iowa,"Muscatine, IA"
Knots,2.825,3.9,14,Iowa,"Muscatine, IA"
Knots,1.579167,3,20,Iowa,"Muscatine, IA"
Knots,3.675,5.7,14,Iowa,"Muscatine, IA"
Knots,4.529167,7.6,13,Iowa,"Muscatine, IA"
Knots,3.983333,5.4,16,Iowa,"Muscatine, IA"
Knots,3.770833,5.5,4,Iowa,"Muscatine, IA"
Knots,4.895833,6.4,8,Iowa,"Muscatine, IA"
Knots,5.170833,6.9,12,Iowa,"Muscatine, IA"
Knots,1.891667,3.6,13,Iowa,"Muscatine, IA"
Knots,1.308333,2.9,17,Iowa,"Muscatine, IA"
Knots,1.458333,2.8,11,Iowa,"Muscatine, IA"
Knots,1.345833,4.1,12,Iowa,"Muscatine, IA"
Knots,2.595833,4.3,16,Iowa,"Muscatine, IA"
Knots,3.4625,5.8,19,Iowa,"Muscatine, IA"
Knots,2.883333,6.7,13,Iowa,"Muscatine, IA"
Knots,2.433333,4.2,9,Iowa,"Muscatine, IA"
Knots,2.2375,5.9,11,Iowa,"Muscatine, IA"
Knots,1.204167,5,14,Iowa,"Muscatine, IA"
Knots,1.825,5,13,Iowa,"Muscatine, IA"
Knots,1.995833,4.6,22,Iowa,"Muscatine, IA"
Knots,2.841667,5.5,10,Iowa,"Muscatine, IA"
Knots,2.041667,4.2,9,Iowa,"Muscatine, IA"
Knots,2.433333,6,14,Iowa,"Muscatine, IA"
Knots,1.245833,3,15,Iowa,"Muscatine, IA"
Knots,2.575,4.3,10,Iowa,"Muscatine, IA"
Knots,1.558333,2.8,17,Iowa,"Muscatine, IA"
Knots,1.3375,2.8,9,Iowa,"Muscatine, IA"
Knots,2.770833,7.3,16,Iowa,"Muscatine, IA"
