age,sex,sexornt,agekdbrn,natdrug,grass,happy,hapmar,socbar,polhitok,hunt,fejobaff,discaffm,discaffw,fehire,inttech,meovrwrk,hapunhap,theism,fatalism,godmeans,nihilism,egomeans,evidu,idu30,evcrack,crack30,race,uscitzn,fucitzn,cohort,realinc,realrinc
48,FEMALE,Heterosexual or straight,21,NA,LEGAL,NOT TOO HAPPY,NA,ONCE A YEAR,YES,NA,NA,NA,VERY LIKELY,STRONGLY AGREE,NA,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1970,20430,12485
52,FEMALE,Heterosexual or straight,25,NA,LEGAL,PRETTY HAPPY,VERY HAPPY,NA,YES,SPOUSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1966,10782.5,NA
87,MALE,Heterosexual or straight,23,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,NA,NA,YES,RESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1931,17025,NA
39,MALE,Heterosexual or straight,24,NA,LEGAL,VERY HAPPY,VERY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1979,12485,12485
35,FEMALE,Heterosexual or straight,20,TOO LITTLE,LEGAL,PRETTY HAPPY,PRETTY HAPPY,NEVER,YES,NA,STRONGLY FOR,VERY UNLIKELY,NA,NA,Very interested,AGREE,VERY HAPPY,STRONGLY AGREE,DISAGREE,STRONGLY AGREE,DISAGREE,AGREE,NO,NA,NO,NA,BLACK,NA,NA,1983,24970,NA
30,FEMALE,Heterosexual or straight,NA,TOO LITTLE,LEGAL,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1988,10782.5,NA
20,FEMALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1998,24970,227
49,FEMALE,Heterosexual or straight,NA,TOO LITTLE,LEGAL,PRETTY HAPPY,VERY HAPPY,ONCE A YEAR,NO,NA,AGAINST,VERY UNLIKELY,NA,NA,Very interested,STRONGLY AGREE,VERY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,AGREE,STRONGLY DISAGREE,DISAGREE,NO,NA,NO,NA,WHITE,NA,NA,1969,24970,20430
36,FEMALE,Heterosexual or straight,26,NA,NOT LEGAL,PRETTY HAPPY,VERY HAPPY,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,A U.S. Citizen,NA,1982,12485,12485
40,MALE,Heterosexual or straight,19,TOO LITTLE,NOT LEGAL,VERY HAPPY,VERY HAPPY,ONCE A YEAR,NO,NA,STRONGLY AGAINST,VERY LIKELY,NA,NA,Very interested,AGREE,VERY HAPPY,STRONGLY AGREE,STRONGLY AGREE,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NO,NA,NO,NA,WHITE,Not a U.S. Citizen,Planning to apply for U.S. citizenship,1978,20430,20430
62,MALE,NA,26,NA,NA,PRETTY HAPPY,PRETTY HAPPY,ONCE A MONTH,NA,NEITHER,NA,NA,SOMEWHAT UNLIKELY,AGREE,Moderately interested,DISAGREE,FAIRLY HAPPY,AGREE,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1956,63560,45400
22,FEMALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,NA,NEVER,YES,NA,NA,NA,SOMEWHAT LIKELY,NEITHER AGREE NOR DISAGREE,NA,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1996,9647.5,5107.5
38,FEMALE,NA,34,TOO LITTLE,NA,VERY HAPPY,VERY HAPPY,SEV TIMES A YEAR,NA,SPOUSE,AGAINST,SOMEWHAT LIKELY,NA,NA,Not at all interested,STRONGLY DISAGREE,VERY HAPPY,AGREE,STRONGLY DISAGREE,AGREE,STRONGLY DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1980,45400,20430
59,MALE,Heterosexual or straight,28,NA,LEGAL,VERY HAPPY,VERY HAPPY,NA,YES,RESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1959,30645,30645
25,FEMALE,Heterosexual or straight,NA,ABOUT RIGHT,LEGAL,VERY HAPPY,VERY HAPPY,SEV TIMES A YEAR,YES,NA,AGAINST,SOMEWHAT LIKELY,NA,NA,Very interested,AGREE,VERY HAPPY,AGREE,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE,DISAGREE,NO,NA,NO,NA,WHITE,NA,NA,1993,20430,9647.5
55,FEMALE,NA,20,NA,NA,PRETTY HAPPY,VERY HAPPY,NEVER,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,AGREE,Moderately interested,AGREE,FAIRLY HAPPY,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1963,7377.5,NA
37,FEMALE,Heterosexual or straight,24,TOO LITTLE,NOT LEGAL,VERY HAPPY,VERY HAPPY,NA,YES,SPOUSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1981,45400,14755
72,FEMALE,Heterosexual or straight,23,NA,NOT LEGAL,VERY HAPPY,VERY HAPPY,NEVER,YES,NA,NA,NA,VERY LIKELY,AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1946,37455,4086
58,FEMALE,NA,16,TOO LITTLE,NA,VERY HAPPY,VERY HAPPY,NEVER,NA,NEITHER,STRONGLY FOR,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,NEITHER AGREE NOR DISAGREE,VERY HAPPY,STRONGLY AGREE,DISAGREE,STRONGLY AGREE,NA,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1960,NA,NA
65,FEMALE,Heterosexual or straight,21,TOO LITTLE,NOT LEGAL,VERY HAPPY,VERY HAPPY,NEVER,NO,NA,STRONGLY FOR,SOMEWHAT LIKELY,NA,NA,Moderately interested,AGREE,VERY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE,NO,NA,NO,NA,WHITE,NA,NA,1953,9647.5,9647.5
46,FEMALE,Heterosexual or straight,NA,ABOUT RIGHT,LEGAL,PRETTY HAPPY,VERY HAPPY,NA,NO,BOTH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1972,20430,4086
50,FEMALE,Bisexual,21,NA,LEGAL,PRETTY HAPPY,VERY HAPPY,ONCE A YEAR,YES,NA,NA,NA,SOMEWHAT UNLIKELY,AGREE,NA,DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1968,30645,NA
85,MALE,NA,NA,NA,NOT LEGAL,PRETTY HAPPY,VERY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WHITE,NA,NA,1933,20430,NA
73,MALE,NA,24,NA,NA,PRETTY HAPPY,PRETTY HAPPY,NEVER,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,DISAGREE,Moderately interested,AGREE,FAIRLY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY AGREE,NA,NA,NA,NA,WHITE,NA,NA,1945,4086,NA
89,MALE,Heterosexual or straight,25,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,NA,NA,YES,RESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1929,63560,54480
69,MALE,NA,NA,NA,LEGAL,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WHITE,NA,NA,1949,10782.5,NA
71,MALE,Heterosexual or straight,24,NA,LEGAL,VERY HAPPY,NA,ONCE A YEAR,YES,NA,NA,NA,SOMEWHAT LIKELY,AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1947,NA,NA
66,FEMALE,NA,21,TOO LITTLE,NA,VERY HAPPY,VERY HAPPY,NEVER,NA,NEITHER,STRONGLY AGAINST,SOMEWHAT UNLIKELY,NA,NA,Not at all interested,AGREE,VERY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1952,30645,NA
19,MALE,Heterosexual or straight,NA,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,NA,NEVER,YES,NA,NA,SOMEWHAT UNLIKELY,NA,NA,Not at all interested,NEITHER AGREE NOR DISAGREE,VERY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,AGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,NO,NA,NO,NA,WHITE,NA,NA,1999,54480,NA
56,MALE,NA,21,NA,NA,PRETTY HAPPY,VERY HAPPY,NEVER,NA,NEITHER,NA,NA,VERY LIKELY,AGREE,Not at all interested,AGREE,VERY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1962,NA,NA
46,MALE,Heterosexual or straight,19,NA,NOT LEGAL,NOT TOO HAPPY,NA,ONCE A MONTH,NA,NA,NA,NA,SOMEWHAT LIKELY,AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1972,14755,14755
49,FEMALE,NA,17,NA,NOT LEGAL,PRETTY HAPPY,PRETTY HAPPY,NEVER,YES,NA,NA,NA,SOMEWHAT UNLIKELY,STRONGLY AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WHITE,NA,NA,1969,24970,NA
34,FEMALE,Heterosexual or straight,16,NA,LEGAL,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1984,12485,12485
31,FEMALE,Heterosexual or straight,29,TOO LITTLE,LEGAL,PRETTY HAPPY,PRETTY HAPPY,ONCE A MONTH,YES,NA,AGAINST,SOMEWHAT UNLIKELY,NA,NA,Not at all interested,AGREE,VERY HAPPY,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE,DISAGREE,NO,NA,NO,NA,WHITE,NA,NA,1987,37455,NA
32,FEMALE,Bisexual,NA,NA,LEGAL,NOT TOO HAPPY,NA,SEV TIMES A MNTH,NO,NA,NA,NA,VERY LIKELY,STRONGLY AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1986,12485,9647.5
26,MALE,NA,NA,TOO LITTLE,NA,PRETTY HAPPY,NA,ONCE A MONTH,NA,NEITHER,FOR,SOMEWHAT UNLIKELY,NA,NA,Very interested,NEITHER AGREE NOR DISAGREE,VERY HAPPY,NEITHER AGREE NOR DISAGREE,DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1992,14755,9647.5
53,MALE,NA,20,NA,NA,PRETTY HAPPY,NA,ONCE A MONTH,NA,NEITHER,NA,NA,VERY LIKELY,DISAGREE,Moderately interested,STRONGLY AGREE,FAIRLY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1965,119879.41732000001,151050.72136000003
49,MALE,Heterosexual or straight,NA,ABOUT RIGHT,LEGAL,NA,NA,NA,YES,RESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1969,NA,NA
20,FEMALE,NA,NA,TOO LITTLE,NA,PRETTY HAPPY,NA,ONCE A MONTH,NA,RESP,STRONGLY FOR,SOMEWHAT LIKELY,NA,NA,Moderately interested,DISAGREE,FAIRLY HAPPY,NEITHER AGREE NOR DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,NA,NA,NA,NA,BLACK,NA,NA,1998,227,227
39,FEMALE,Heterosexual or straight,23,NA,NOT LEGAL,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1979,20430,20430
38,FEMALE,NA,24,NA,NA,VERY HAPPY,VERY HAPPY,NEVER,NA,NEITHER,NA,NA,SOMEWHAT UNLIKELY,AGREE,Not at all interested,AGREE,VERY HAPPY,DISAGREE,DISAGREE,NA,DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1980,37455,24970
33,MALE,Heterosexual or straight,NA,NA,LEGAL,NOT TOO HAPPY,NA,ONCE A MONTH,YES,NA,NA,NA,SOMEWHAT LIKELY,NEITHER AGREE NOR DISAGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1985,37455,37455
63,MALE,Heterosexual or straight,21,TOO MUCH,NA,PRETTY HAPPY,VERY HAPPY,NEVER,YES,NA,STRONGLY AGAINST,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,AGREE,FAIRLY HAPPY,AGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,NO,NA,NO,NA,WHITE,NA,NA,1955,30645,5107.5
82,MALE,NA,23,NA,NA,VERY HAPPY,VERY HAPPY,NEVER,NA,RESP,NA,NA,VERY LIKELY,AGREE,Moderately interested,AGREE,VERY HAPPY,STRONGLY AGREE,AGREE,STRONGLY AGREE,DISAGREE,STRONGLY AGREE,NA,NA,NA,NA,WHITE,NA,NA,1936,10782.5,NA
47,FEMALE,Heterosexual or straight,18,TOO LITTLE,LEGAL,NOT TOO HAPPY,NA,NA,YES,RESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1971,12485,NA
38,MALE,NA,35,ABOUT RIGHT,NA,PRETTY HAPPY,VERY HAPPY,NEVER,NA,NEITHER,AGAINST,VERY UNLIKELY,NA,NA,Moderately interested,AGREE,VERY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1980,5107.5,NA
25,MALE,NA,22,NA,NA,PRETTY HAPPY,NA,SEV TIMES A WEEK,NA,RESP,NA,NA,SOMEWHAT UNLIKELY,AGREE,Very interested,STRONGLY AGREE,FAIRLY HAPPY,STRONGLY AGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,DISAGREE,NA,NA,NA,NA,BLACK,NA,NA,1993,24970,12485
55,FEMALE,NA,19,NA,NOT LEGAL,VERY HAPPY,NA,NEVER,NO,NA,NA,NA,VERY UNLIKELY,STRONGLY DISAGREE,NA,DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1963,30645,20430
55,FEMALE,Heterosexual or straight,20,TOO MUCH,LEGAL,VERY HAPPY,VERY HAPPY,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,OTHER,NA,NA,1963,45400,14755
74,FEMALE,NA,NA,NA,NA,PRETTY HAPPY,NA,NEVER,NA,NEITHER,NA,NA,SOMEWHAT UNLIKELY,DISAGREE,Moderately interested,DISAGREE,FAIRLY HAPPY,STRONGLY AGREE,DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE,NA,NA,NA,NA,WHITE,NA,NA,1944,24970,NA
77,MALE,NA,21,TOO LITTLE,NA,VERY HAPPY,PRETTY HAPPY,ONCE A YEAR,NA,RESP,STRONGLY FOR,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,AGREE,VERY HAPPY,STRONGLY AGREE,DISAGREE,STRONGLY AGREE,DISAGREE,STRONGLY AGREE,NA,NA,NA,NA,WHITE,NA,NA,1941,54480,NA
61,FEMALE,NA,19,NA,NA,VERY HAPPY,NA,SEV TIMES A MNTH,NA,RESP,NA,NA,SOMEWHAT UNLIKELY,AGREE,Very interested,AGREE,VERY HAPPY,AGREE,AGREE,NEITHER AGREE NOR DISAGREE,DISAGREE,STRONGLY AGREE,NA,NA,NA,NA,WHITE,NA,NA,1957,119879.41732000001,227
29,MALE,Heterosexual or straight,19,ABOUT RIGHT,LEGAL,PRETTY HAPPY,NA,NA,YES,RESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1989,45400,45400
29,FEMALE,NA,23,TOO LITTLE,NA,PRETTY HAPPY,PRETTY HAPPY,ONCE A MONTH,NA,SPOUSE,STRONGLY AGAINST,VERY UNLIKELY,NA,NA,Not at all interested,AGREE,FAIRLY HAPPY,NEITHER AGREE NOR DISAGREE,DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1989,30645,6242.5
31,FEMALE,Heterosexual or straight,23,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,NA,NEVER,YES,NA,FOR,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,NEITHER AGREE NOR DISAGREE,VERY HAPPY,AGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,DISAGREE,AGREE,NO,NA,NO,NA,OTHER,NA,NA,1987,20430,20430
37,FEMALE,Heterosexual or straight,24,TOO LITTLE,LEGAL,PRETTY HAPPY,NA,NA,YES,RESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,MORE THAN 3 YEARS AGO,YES,MORE THAN 3 YEARS AGO,WHITE,NA,NA,1981,8512.5,8512.5
74,MALE,Heterosexual or straight,23,NA,NOT LEGAL,PRETTY HAPPY,NA,SEV TIMES A WEEK,NO,NA,NA,NA,VERY LIKELY,AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1944,6242.5,NA
80,FEMALE,NA,24,TOO LITTLE,NA,NOT TOO HAPPY,NA,NEVER,NA,NEITHER,STRONGLY FOR,SOMEWHAT LIKELY,NA,NA,Moderately interested,AGREE,FAIRLY HAPPY,STRONGLY AGREE,DISAGREE,DISAGREE,STRONGLY DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1938,9647.5,6242.5
78,FEMALE,Heterosexual or straight,18,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1940,9647.5,NA
59,MALE,Heterosexual or straight,22,NA,LEGAL,VERY HAPPY,VERY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1959,12485,NA
39,FEMALE,Heterosexual or straight,26,ABOUT RIGHT,LEGAL,PRETTY HAPPY,PRETTY HAPPY,NEVER,NO,NA,STRONGLY AGAINST,VERY UNLIKELY,NA,NA,Very interested,AGREE,FAIRLY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NO,NA,NO,NA,WHITE,NA,NA,1979,17025,4086
59,MALE,Heterosexual or straight,19,NA,NOT LEGAL,PRETTY HAPPY,NA,ONCE A MONTH,YES,NA,STRONGLY AGAINST,SOMEWHAT UNLIKELY,NA,NA,Not at all interested,AGREE,FAIRLY HAPPY,STRONGLY AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,NO,NA,NO,NA,WHITE,NA,NA,1959,2951,NA
52,MALE,Heterosexual or straight,22,NA,NOT LEGAL,PRETTY HAPPY,PRETTY HAPPY,SEV TIMES A YEAR,YES,NA,NA,NA,SOMEWHAT UNLIKELY,AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1966,63560,63560
44,FEMALE,NA,23,TOO LITTLE,NA,PRETTY HAPPY,PRETTY HAPPY,ONCE A YEAR,NA,SPOUSE,AGAINST,SOMEWHAT UNLIKELY,NA,NA,Not at all interested,AGREE,FAIRLY HAPPY,STRONGLY AGREE,DISAGREE,AGREE,STRONGLY DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1974,37455,NA
36,FEMALE,Heterosexual or straight,27,ABOUT RIGHT,LEGAL,PRETTY HAPPY,NA,ONCE A MONTH,NO,NA,FOR,SOMEWHAT LIKELY,NA,NA,Not at all interested,DISAGREE,VERY HAPPY,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,NO,NA,NO,NA,WHITE,NA,NA,1982,14755,14755
83,MALE,NA,22,NA,NA,VERY HAPPY,VERY HAPPY,SEV TIMES A MNTH,NA,RESP,NA,NA,SOMEWHAT UNLIKELY,AGREE,Moderately interested,STRONGLY AGREE,VERY HAPPY,STRONGLY AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1935,9647.5,NA
47,FEMALE,NA,NA,TOO MUCH,NA,VERY HAPPY,NA,ONCE A MONTH,NA,RESP,STRONGLY AGAINST,VERY LIKELY,NA,NA,Very interested,DISAGREE,VERY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,AGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1971,20430,20430
65,MALE,Heterosexual or straight,28,TOO MUCH,NOT LEGAL,PRETTY HAPPY,PRETTY HAPPY,NEVER,YES,NA,AGAINST,VERY LIKELY,NA,NA,Very interested,NEITHER AGREE NOR DISAGREE,FAIRLY HAPPY,DISAGREE,DISAGREE,DISAGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,NO,NA,NO,NA,WHITE,NA,NA,1953,54480,6242.5
37,MALE,NA,27,ABOUT RIGHT,NA,PRETTY HAPPY,VERY HAPPY,SEV TIMES A MNTH,NA,RESP,STRONGLY AGAINST,SOMEWHAT LIKELY,NA,NA,Moderately interested,AGREE,FAIRLY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1981,37455,NA
56,FEMALE,Heterosexual or straight,33,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,VERY HAPPY,ONCE A YEAR,YES,NA,AGAINST,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,NEITHER AGREE NOR DISAGREE,FAIRLY HAPPY,NEITHER AGREE NOR DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,NO,NA,NO,NA,WHITE,NA,NA,1962,37455,30645
40,MALE,NA,30,TOO LITTLE,NA,VERY HAPPY,PRETTY HAPPY,ONCE A YEAR,NA,BOTH,AGAINST,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,DISAGREE,VERY HAPPY,AGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1978,37455,20430
39,MALE,Heterosexual or straight,30,NA,LEGAL,VERY HAPPY,VERY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1979,45400,37455
30,FEMALE,NA,NA,NA,NA,PRETTY HAPPY,NA,ONCE A YEAR,NA,NEITHER,NA,NA,VERY LIKELY,AGREE,Very interested,AGREE,FAIRLY HAPPY,AGREE,DISAGREE,AGREE,DISAGREE,STRONGLY AGREE,NA,NA,NA,NA,WHITE,NA,NA,1988,6242.5,6242.5
29,MALE,Heterosexual or straight,NA,NA,NOT LEGAL,VERY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,OTHER,Not a U.S. Citizen,Not planning to apply to U.S. citizenship,1989,2497,NA
24,FEMALE,NA,NA,ABOUT RIGHT,NA,PRETTY HAPPY,NA,NEVER,NA,NEITHER,AGAINST,SOMEWHAT LIKELY,NA,NA,Very interested,NEITHER AGREE NOR DISAGREE,FAIRLY HAPPY,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,OTHER,Not a U.S. Citizen,Not planning to apply to U.S. citizenship,1994,NA,908
59,FEMALE,Heterosexual or straight,18,TOO LITTLE,LEGAL,PRETTY HAPPY,NA,NEVER,NO,NA,STRONGLY FOR,SOMEWHAT LIKELY,NA,NA,Moderately interested,AGREE,VERY HAPPY,NEITHER AGREE NOR DISAGREE,AGREE,NEITHER AGREE NOR DISAGREE,NEITHER AGREE NOR DISAGREE,DISAGREE,NO,NA,NO,NA,WHITE,NA,NA,1959,5107.5,NA
44,MALE,Heterosexual or straight,30,TOO LITTLE,NOT LEGAL,VERY HAPPY,VERY HAPPY,SEV TIMES A YEAR,YES,NA,STRONGLY AGAINST,SOMEWHAT LIKELY,NA,NA,Moderately interested,AGREE,VERY HAPPY,DISAGREE,STRONGLY DISAGREE,DISAGREE,DISAGREE,AGREE,NO,NA,NO,NA,WHITE,NA,NA,1974,45400,NA
59,MALE,NA,32,NA,NA,NOT TOO HAPPY,NA,SEV TIMES A YEAR,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,STRONGLY AGREE,Moderately interested,NEITHER AGREE NOR DISAGREE,FAIRLY HAPPY,AGREE,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NA,NA,NA,NA,BLACK,NA,NA,1959,24970,17025
39,MALE,Heterosexual or straight,NA,TOO LITTLE,LEGAL,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1979,17025,17025
72,FEMALE,Heterosexual or straight,26,NA,NOT LEGAL,NOT TOO HAPPY,NA,NEVER,YES,NA,NA,NA,VERY UNLIKELY,STRONGLY AGREE,NA,DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1946,5107.5,NA
56,FEMALE,NA,23,TOO LITTLE,NA,PRETTY HAPPY,NA,NEVER,NA,RESP,STRONGLY FOR,VERY UNLIKELY,NA,NA,Very interested,STRONGLY AGREE,VERY HAPPY,AGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1962,10782.5,2043
