age,sex,sexornt,agekdbrn,natdrug,grass,happy,hapmar,socbar,polhitok,hunt,fejobaff,discaffm,discaffw,fehire,inttech,meovrwrk,hapunhap,theism,fatalism,godmeans,nihilism,egomeans,evidu,idu30,evcrack,crack30,race,uscitzn,fucitzn,cohort,realinc,realrinc
37,FEMALE,Heterosexual or straight,22,TOO LITTLE,LEGAL,VERY HAPPY,NA,ONCE A YEAR,NO,NA,STRONGLY FOR,VERY UNLIKELY,NA,NA,Very interested,STRONGLY AGREE,VERY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,NO,NA,NO,NA,OTHER,NA,NA,1981,24970,7377.5
40,FEMALE,NA,19,NA,NA,VERY HAPPY,VERY HAPPY,NEVER,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,STRONGLY AGREE,Not at all interested,STRONGLY DISAGREE,VERY HAPPY,AGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1978,30645,20430
70,MALE,Heterosexual or straight,25,NA,LEGAL,PRETTY HAPPY,NA,NA,NO,RESP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,A U.S. Citizen,NA,1948,20430,9647.5
28,MALE,Heterosexual or straight,NA,TOO LITTLE,NA,PRETTY HAPPY,NA,ONCE A MONTH,YES,NA,FOR,SOMEWHAT UNLIKELY,NA,NA,Very interested,NEITHER AGREE NOR DISAGREE,VERY HAPPY,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,AGREE,NO,NA,NO,NA,BLACK,NA,NA,1990,24970,20430
53,FEMALE,NA,26,NA,NOT LEGAL,PRETTY HAPPY,NA,ONCE A YEAR,NO,NA,NA,NA,SOMEWHAT LIKELY,AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTHER,A U.S. Citizen,NA,1965,17025,227
46,MALE,Heterosexual or straight,32,TOO LITTLE,LEGAL,PRETTY HAPPY,PRETTY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1972,119879.41732000001,151050.72136000003
55,MALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,VERY HAPPY,ONCE A YEAR,YES,NA,NA,NA,VERY LIKELY,AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,YES,MORE THAN 3 YEARS AGO,YES,MORE THAN 3 YEARS AGO,WHITE,NA,NA,1963,45400,24970
28,MALE,Heterosexual or straight,NA,TOO LITTLE,LEGAL,PRETTY HAPPY,NA,SEV TIMES A YEAR,YES,NA,FOR,VERY UNLIKELY,NA,NA,Very interested,NEITHER AGREE NOR DISAGREE,FAIRLY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,NO,NA,NO,NA,OTHER,NA,NA,1990,4086,4086
42,MALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,NA,SEV TIMES A YEAR,YES,NA,NA,NA,VERY UNLIKELY,DISAGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1976,45400,45400
77,FEMALE,NA,NA,TOO LITTLE,NA,NOT TOO HAPPY,VERY HAPPY,ONCE A YEAR,NA,NEITHER,FOR,SOMEWHAT LIKELY,NA,NA,Very interested,AGREE,VERY HAPPY,AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1941,54480,8512.5
29,MALE,Heterosexual or straight,NA,NA,LEGAL,VERY HAPPY,NA,SEV TIMES A WEEK,NO,NA,NA,NA,SOMEWHAT LIKELY,AGREE,NA,DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,OTHER,NA,NA,1989,NA,NA
62,FEMALE,Heterosexual or straight,25,TOO LITTLE,NA,NOT TOO HAPPY,NA,NEVER,NO,NA,NA,SOMEWHAT LIKELY,NA,NA,Not at all interested,NEITHER AGREE NOR DISAGREE,NOT VERY HAPPY,STRONGLY AGREE,DISAGREE,AGREE,DISAGREE,NA,NO,NA,NO,NA,BLACK,A U.S. Citizen,NA,1956,NA,NA
30,FEMALE,NA,25,NA,NA,PRETTY HAPPY,NA,SEV TIMES A WEEK,NA,NEITHER,NA,NA,VERY LIKELY,STRONGLY AGREE,Very interested,DISAGREE,FAIRLY HAPPY,STRONGLY AGREE,DISAGREE,AGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,BLACK,NA,NA,1988,45400,45400
22,MALE,Heterosexual or straight,NA,NA,NOT LEGAL,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1996,NA,NA
69,FEMALE,Heterosexual or straight,17,TOO LITTLE,LEGAL,PRETTY HAPPY,VERY HAPPY,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1949,45400,NA
45,MALE,NA,NA,TOO LITTLE,NA,VERY HAPPY,NA,ONCE A MONTH,NA,NEITHER,STRONGLY FOR,SOMEWHAT UNLIKELY,NA,NA,Very interested,STRONGLY DISAGREE,VERY HAPPY,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NA,NA,NA,NA,BLACK,NA,NA,1973,63560,24970
32,FEMALE,NA,22,NA,LEGAL,PRETTY HAPPY,VERY HAPPY,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTHER,A U.S. Citizen,NA,1986,NA,NA
60,FEMALE,Heterosexual or straight,19,TOO LITTLE,NOT LEGAL,VERY HAPPY,NA,NA,NA,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,A U.S. Citizen,NA,1958,4086,NA
48,MALE,NA,25,NA,NA,NOT TOO HAPPY,NA,ONCE A YEAR,NA,RESP,NA,NA,NA,DISAGREE,Moderately interested,STRONGLY AGREE,NOT AT ALL HAPPY,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,AGREE,NA,NA,NA,NA,OTHER,NA,NA,1970,24970,24970
81,FEMALE,NA,30,NA,NA,NOT TOO HAPPY,NA,NEVER,NA,NEITHER,NA,SOMEWHAT LIKELY,NA,NA,Not at all interested,AGREE,FAIRLY HAPPY,AGREE,NEITHER AGREE NOR DISAGREE,AGREE,DISAGREE,AGREE,NA,NA,NA,NA,OTHER,A U.S. Citizen,NA,1937,908,NA
50,MALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,VERY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,OTHER,NA,NA,1968,119879.41732000001,54480
78,FEMALE,Heterosexual or straight,29,TOO LITTLE,NOT LEGAL,VERY HAPPY,VERY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1940,45400,NA
56,MALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,NA,ONCE A YEAR,YES,NA,NA,NA,SOMEWHAT LIKELY,NEITHER AGREE NOR DISAGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1962,30645,30645
60,MALE,NA,NA,TOO LITTLE,NA,PRETTY HAPPY,NA,NEVER,NA,NEITHER,STRONGLY AGAINST,SOMEWHAT LIKELY,NA,NA,Very interested,AGREE,FAIRLY HAPPY,AGREE,DISAGREE,AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1958,45400,45400
23,MALE,Heterosexual or straight,NA,NA,NOT LEGAL,PRETTY HAPPY,NA,SEV TIMES A MNTH,YES,NA,NA,NA,VERY LIKELY,AGREE,NA,DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1995,72640,20430
67,FEMALE,NA,NA,NA,LEGAL,PRETTY HAPPY,NA,NEVER,NO,NA,NA,NA,VERY LIKELY,AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WHITE,NA,NA,1951,NA,NA
54,FEMALE,Heterosexual or straight,20,TOO LITTLE,NOT LEGAL,VERY HAPPY,VERY HAPPY,NA,NA,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1964,NA,NA
62,FEMALE,Heterosexual or straight,27,NA,LEGAL,NOT TOO HAPPY,VERY HAPPY,SEV TIMES A YEAR,YES,NA,NA,NA,SOMEWHAT UNLIKELY,NEITHER AGREE NOR DISAGREE,NA,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1956,72640,NA
55,FEMALE,Heterosexual or straight,23,NA,LEGAL,VERY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1963,45400,45400
56,FEMALE,Heterosexual or straight,30,ABOUT RIGHT,NA,VERY HAPPY,VERY HAPPY,SEV TIMES A WEEK,YES,NA,STRONGLY FOR,VERY UNLIKELY,NA,NA,Moderately interested,AGREE,VERY HAPPY,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE,DISAGREE,NO,NA,NO,NA,WHITE,NA,NA,1962,72640,6242.5
58,MALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,NA,NEVER,NO,NA,NA,NA,SOMEWHAT LIKELY,STRONGLY AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,YES,MORE THAN 3 YEARS AGO,WHITE,NA,NA,1960,45400,NA
74,FEMALE,Heterosexual or straight,20,TOO LITTLE,NOT LEGAL,NOT TOO HAPPY,NA,NEVER,YES,NA,STRONGLY FOR,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,AGREE,VERY HAPPY,AGREE,AGREE,AGREE,DISAGREE,AGREE,NO,NA,NO,NA,WHITE,A U.S. Citizen,NA,1944,5107.5,NA
70,MALE,Heterosexual or straight,31,NA,LEGAL,PRETTY HAPPY,VERY HAPPY,SEV TIMES A MNTH,YES,NA,NA,NA,VERY LIKELY,STRONGLY AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1948,119879.41732000001,63560
35,MALE,NA,33,TOO LITTLE,NA,VERY HAPPY,VERY HAPPY,ONCE A YEAR,NA,NEITHER,AGAINST,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,DISAGREE,VERY HAPPY,DISAGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1983,119879.41732000001,NA
65,MALE,Heterosexual or straight,20,NA,LEGAL,PRETTY HAPPY,VERY HAPPY,SEV TIMES A YEAR,YES,NA,NA,NA,VERY LIKELY,NEITHER AGREE NOR DISAGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,YES,MORE THAN 3 YEARS AGO,NO,NA,BLACK,NA,NA,1953,37455,NA
42,FEMALE,Heterosexual or straight,29,ABOUT RIGHT,LEGAL,PRETTY HAPPY,PRETTY HAPPY,NA,YES,SPOUSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1976,24970,NA
48,FEMALE,Heterosexual or straight,40,NA,LEGAL,VERY HAPPY,VERY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1970,30645,6242.5
32,MALE,NA,NA,NA,NA,PRETTY HAPPY,NA,ONCE A YEAR,NA,NEITHER,NA,NA,VERY UNLIKELY,DISAGREE,Moderately interested,DISAGREE,FAIRLY HAPPY,NEITHER AGREE NOR DISAGREE,NEITHER AGREE NOR DISAGREE,NEITHER AGREE NOR DISAGREE,DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1986,20430,20430
56,FEMALE,Heterosexual or straight,41,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,PRETTY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1962,45400,NA
61,FEMALE,NA,22,ABOUT RIGHT,NA,PRETTY HAPPY,VERY HAPPY,NEVER,NA,SPOUSE,AGAINST,SOMEWHAT LIKELY,NA,NA,Not at all interested,DISAGREE,VERY HAPPY,AGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1957,37455,20430
76,FEMALE,NA,32,NA,LEGAL,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WHITE,NA,NA,1942,30645,5107.5
59,FEMALE,Heterosexual or straight,28,TOO LITTLE,LEGAL,PRETTY HAPPY,PRETTY HAPPY,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1959,37455,14755
69,MALE,NA,NA,TOO LITTLE,NA,PRETTY HAPPY,NA,NEVER,NA,NEITHER,FOR,VERY LIKELY,NA,NA,Very interested,STRONGLY AGREE,FAIRLY HAPPY,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,WHITE,NA,NA,1949,14755,14755
48,MALE,Heterosexual or straight,NA,TOO MUCH,NOT LEGAL,PRETTY HAPPY,NA,SEV TIMES A MNTH,YES,NA,AGAINST,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,AGREE,FAIRLY HAPPY,DISAGREE,DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,AGREE,NO,NA,NO,NA,OTHER,NA,NA,1970,45400,45400
68,FEMALE,NA,39,NA,NA,PRETTY HAPPY,VERY HAPPY,SEV TIMES A YEAR,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,STRONGLY AGREE,Very interested,DISAGREE,VERY HAPPY,AGREE,STRONGLY DISAGREE,AGREE,STRONGLY DISAGREE,AGREE,NA,NA,NA,NA,WHITE,NA,NA,1950,37455,37455
39,FEMALE,Heterosexual or straight,NA,TOO LITTLE,LEGAL,VERY HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,YES,MORE THAN 12 MONTHS AGO BUT WITHIN THE PAST 3 YEARS,WHITE,NA,NA,1979,227,NA
38,MALE,NA,24,NA,NA,PRETTY HAPPY,PRETTY HAPPY,SEV TIMES A YEAR,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,AGREE,Very interested,AGREE,FAIRLY HAPPY,DISAGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,DISAGREE,STRONGLY AGREE,NA,NA,NA,NA,WHITE,A U.S. Citizen,NA,1980,63560,20430
39,FEMALE,Heterosexual or straight,32,TOO LITTLE,LEGAL,VERY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1979,72640,72640
52,FEMALE,Heterosexual or straight,23,NA,NOT LEGAL,VERY HAPPY,VERY HAPPY,NEVER,NO,NA,NA,NA,SOMEWHAT UNLIKELY,STRONGLY AGREE,NA,STRONGLY AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,Not a U.S. Citizen,Not planning to apply to U.S. citizenship,1966,NA,NA
41,FEMALE,NA,27,TOO LITTLE,NA,VERY HAPPY,VERY HAPPY,SEV TIMES A YEAR,NA,NEITHER,FOR,SOMEWHAT UNLIKELY,NA,NA,Very interested,DISAGREE,VERY HAPPY,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,DISAGREE,STRONGLY AGREE,NA,NA,NA,NA,WHITE,Not a U.S. Citizen,Currently applying for U.S. citizenship,1977,17025,NA
60,MALE,Heterosexual or straight,38,TOO LITTLE,LEGAL,PRETTY HAPPY,PRETTY HAPPY,SEV TIMES A YEAR,YES,NA,AGAINST,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,AGREE,FAIRLY HAPPY,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,AGREE,NO,NA,NO,NA,WHITE,A U.S. Citizen,NA,1958,119879.41732000001,63560
69,MALE,Heterosexual or straight,22,TOO LITTLE,NOT LEGAL,PRETTY HAPPY,VERY HAPPY,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1949,119879.41732000001,72640
60,MALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,VERY HAPPY,ONCE A YEAR,NO,NA,NA,NA,VERY LIKELY,STRONGLY AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,Not a U.S. Citizen,Planning to apply for U.S. citizenship,1958,119879.41732000001,54480
22,FEMALE,Heterosexual or straight,NA,TOO LITTLE,LEGAL,PRETTY HAPPY,NA,SEV TIMES A MNTH,NO,NA,STRONGLY AGAINST,SOMEWHAT LIKELY,NA,NA,Moderately interested,AGREE,FAIRLY HAPPY,AGREE,AGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,AGREE,NO,NA,NO,NA,OTHER,NA,NA,1996,24970,NA
33,MALE,NA,NA,NA,NA,PRETTY HAPPY,NA,NEVER,NA,NEITHER,NA,NA,SOMEWHAT LIKELY,AGREE,Very interested,DISAGREE,FAIRLY HAPPY,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,DISAGREE,STRONGLY AGREE,NA,NA,NA,NA,OTHER,NA,NA,1985,37455,4086
35,FEMALE,Heterosexual or straight,NA,TOO LITTLE,LEGAL,NOT TOO HAPPY,PRETTY HAPPY,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,OTHER,Not a U.S. Citizen,Planning to apply for U.S. citizenship,1983,63560,20430
38,FEMALE,Heterosexual or straight,27,NA,NOT LEGAL,VERY HAPPY,VERY HAPPY,NEVER,YES,NA,NA,NA,VERY LIKELY,STRONGLY AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,Not a U.S. Citizen,Not planning to apply to U.S. citizenship,1980,14755,4086
25,FEMALE,NA,NA,TOO LITTLE,NA,PRETTY HAPPY,NA,SEV TIMES A WEEK,NA,NEITHER,STRONGLY AGAINST,VERY LIKELY,NA,NA,Very interested,DISAGREE,FAIRLY HAPPY,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY AGREE,NA,NA,NA,NA,WHITE,NA,NA,1993,14755,5107.5
55,MALE,Heterosexual or straight,36,TOO MUCH,NOT LEGAL,NOT TOO HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1963,45400,20430
34,MALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,VERY HAPPY,NEVER,YES,NA,NA,NA,SOMEWHAT LIKELY,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1984,10782.5,4086
49,MALE,NA,NA,TOO LITTLE,NA,NOT TOO HAPPY,NA,ONCE A YEAR,NA,NEITHER,FOR,SOMEWHAT LIKELY,NA,NA,Moderately interested,AGREE,FAIRLY HAPPY,AGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,NA,NA,NA,NA,OTHER,NA,NA,1969,NA,NA
18,MALE,Heterosexual or straight,NA,TOO LITTLE,NA,PRETTY HAPPY,NA,NEVER,YES,NA,FOR,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,DISAGREE,FAIRLY HAPPY,STRONGLY AGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,DISAGREE,AGREE,NO,NA,NO,NA,BLACK,NA,NA,2000,8512.5,NA
56,MALE,Heterosexual or straight,20,NA,LEGAL,PRETTY HAPPY,NA,ONCE A MONTH,YES,NA,NA,NA,SOMEWHAT LIKELY,AGREE,NA,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,OTHER,NA,NA,1962,30645,30645
19,MALE,NA,NA,TOO LITTLE,NA,PRETTY HAPPY,NA,NEVER,NA,NEITHER,AGAINST,VERY UNLIKELY,NA,NA,Not at all interested,DISAGREE,FAIRLY HAPPY,STRONGLY AGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,NEITHER AGREE NOR DISAGREE,AGREE,NA,NA,NA,NA,BLACK,NA,NA,1999,30645,NA
34,MALE,NA,NA,TOO LITTLE,LEGAL,NOT TOO HAPPY,NA,ONCE A YEAR,NO,NA,STRONGLY AGAINST,SOMEWHAT LIKELY,NA,NA,Moderately interested,DISAGREE,FAIRLY HAPPY,NEITHER AGREE NOR DISAGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,NEITHER AGREE NOR DISAGREE,DISAGREE,NA,NA,NA,NA,BLACK,NA,NA,1984,30645,30645
26,FEMALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,NA,SEV TIMES A YEAR,YES,NA,NA,NA,VERY LIKELY,STRONGLY AGREE,NA,DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1992,6242.5,6242.5
28,MALE,NA,NA,TOO LITTLE,NA,PRETTY HAPPY,NA,ONCE A YEAR,NA,NEITHER,AGAINST,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,STRONGLY AGREE,VERY HAPPY,NEITHER AGREE NOR DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NEITHER AGREE NOR DISAGREE,STRONGLY AGREE,NA,NA,NA,NA,WHITE,NA,NA,1990,30645,NA
59,FEMALE,Heterosexual or straight,32,NA,LEGAL,VERY HAPPY,NA,ONCE A MONTH,YES,NA,NA,NA,VERY LIKELY,AGREE,NA,DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,WHITE,NA,NA,1959,45400,45400
39,FEMALE,Heterosexual or straight,NA,NA,LEGAL,PRETTY HAPPY,NA,NA,YES,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1979,30645,30645
77,FEMALE,Heterosexual or straight,16,ABOUT RIGHT,NOT LEGAL,PRETTY HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,BLACK,NA,NA,1941,2043,NA
35,FEMALE,Heterosexual or straight,22,NA,NA,NOT TOO HAPPY,NA,NEVER,NA,NA,NA,NA,SOMEWHAT UNLIKELY,AGREE,NA,AGREE,NA,NA,NA,NA,NA,NA,YES,WITHIN THE PAST 30 DAYS,NO,NA,BLACK,NA,NA,1983,2043,NA
46,FEMALE,Heterosexual or straight,19,NA,NA,PRETTY HAPPY,NA,NA,NA,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,OTHER,Not a U.S. Citizen,NOT ELIGIBLE TO BECOME A U.S. CITIZEN (IF VOLUNTEERED),1972,37455,8512.5
57,MALE,NA,NA,NA,LEGAL,VERY HAPPY,NA,ONCE A YEAR,NA,NA,NA,NA,SOMEWHAT LIKELY,NEITHER AGREE NOR DISAGREE,NA,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTHER,Not a U.S. Citizen,Planning to apply for U.S. citizenship,1961,20430,20430
35,FEMALE,Heterosexual or straight,19,NA,NOT LEGAL,PRETTY HAPPY,PRETTY HAPPY,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,OTHER,Not a U.S. Citizen,Planning to apply for U.S. citizenship,1983,5107.5,908
58,FEMALE,NA,15,NA,NA,NOT TOO HAPPY,NA,NEVER,NA,NEITHER,NA,NA,VERY UNLIKELY,AGREE,Moderately interested,STRONGLY DISAGREE,FAIRLY HAPPY,STRONGLY AGREE,STRONGLY AGREE,STRONGLY AGREE,DISAGREE,STRONGLY AGREE,NA,NA,NA,NA,WHITE,A U.S. Citizen,NA,1960,12485,12485
20,FEMALE,NA,NA,TOO LITTLE,NA,PRETTY HAPPY,NA,NEVER,NA,NEITHER,STRONGLY AGAINST,VERY LIKELY,NA,NA,Moderately interested,DISAGREE,FAIRLY HAPPY,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,NA,NA,NA,NA,OTHER,NA,NA,1998,20430,2951
48,FEMALE,Heterosexual or straight,17,NA,NOT LEGAL,VERY HAPPY,PRETTY HAPPY,NEVER,NO,NA,NA,NA,VERY LIKELY,AGREE,NA,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,OTHER,Not a U.S. Citizen,Not planning to apply to U.S. citizenship,1970,8512.5,3405
51,FEMALE,NA,20,ABOUT RIGHT,NA,PRETTY HAPPY,NA,NEVER,NA,NEITHER,STRONGLY FOR,SOMEWHAT LIKELY,NA,NA,Not at all interested,AGREE,FAIRLY HAPPY,AGREE,AGREE,AGREE,DISAGREE,AGREE,NA,NA,NA,NA,WHITE,Not a U.S. Citizen,NOT ELIGIBLE TO BECOME A U.S. CITIZEN (IF VOLUNTEERED),1967,6242.5,6242.5
18,FEMALE,Heterosexual or straight,NA,NA,LEGAL,NOT TOO HAPPY,NA,NA,NO,NEITHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NA,OTHER,NA,NA,2000,NA,NA
18,FEMALE,Heterosexual or straight,NA,TOO LITTLE,LEGAL,PRETTY HAPPY,NA,NEVER,NO,NA,AGAINST,SOMEWHAT UNLIKELY,NA,NA,Moderately interested,DISAGREE,FAIRLY HAPPY,AGREE,STRONGLY AGREE,DISAGREE,DISAGREE,AGREE,NO,NA,NO,NA,WHITE,NA,NA,2000,54480,NA
41,FEMALE,NA,26,NA,NA,PRETTY HAPPY,PRETTY HAPPY,SEV TIMES A YEAR,NA,NEITHER,NA,NA,SOMEWHAT UNLIKELY,STRONGLY AGREE,Moderately interested,DISAGREE,FAIRLY HAPPY,AGREE,NEITHER AGREE NOR DISAGREE,NEITHER AGREE NOR DISAGREE,DISAGREE,NEITHER AGREE NOR DISAGREE,NA,NA,NA,NA,OTHER,NA,NA,1977,30645,17025
