IDSTUD,ITBIRTHM,ITBIRTHY,ITSEX,ASDAGE,ASSSCI01,ASSEAR01,ASSLIF01,ASSPHY01,ASSKNO01,ASSAPP01,ASSREA01
80217,11,2005,1,9.42,562.5487,524.214,534.623,516.0313,514.6625,532.6611,525.9909
80219,3,2005,1,10.08,357.706,349.303,425.2464,419.6371,469.0809,464.8038,481.1552
80220,5,2005,1,9.92,417.4046,456.3466,509.555,427.1454,481.1074,468.1428,454.849
80221,12,2004,2,10.33,479.2838,479.7535,489.2741,448.2085,488.492,510.6904,510.6105
80222,11,2005,1,9.42,347.3016,446.8339,479.5142,408.0515,456.2846,453.5795,435.185
80223,8,2005,2,9.67,572.0692,548.7217,531.6448,518.8542,571.6642,577.918,555.3561
80225,4,2005,1,10,382.944,383.8537,439.9557,429.0072,427.481,441.9349,415.5301
80227,4,2005,1,10,438.6073,402.6065,409.5599,416.9137,445.7857,416.5183,432.4274
80401,7,2005,2,9.75,556.879,550.2671,539.7483,570.1906,576.7006,561.0948,570.6332
80402,6,2005,2,9.83,387.0491,395.6328,414.7433,406.0367,403.2754,410.6084,402.4733
80403,9,2005,2,9.58,571.8248,500.1449,545.4801,537.4069,616.0393,583.1466,595.2724
80404,10,2004,1,10.5,411.6859,412.7635,437.4769,436.377,424.6495,459.3976,425.3243
80405,10,2005,2,9.5,608.9206,522.6802,586.6917,563.1026,590.2839,620.4076,606.3503
80406,2,2005,2,10.17,522.1543,543.2981,548.3418,532.7422,511.1537,539.4471,514.2542
80407,11,2005,1,9.42,453.135,407.704,415.5807,450.8757,427.4518,426.3558,463.6652
80408,9,2005,1,9.58,497.8494,485.3684,527.3345,540.8551,529.8365,546.0951,528.3693
80409,1,2005,1,10.25,501.7397,463.8718,559.135,509.4293,452.7276,446.4018,451.8399
80411,3,2005,2,10.08,530.4875,560.5562,559.504,548.9324,546.6754,540.2889,536.3604
80412,5,2005,2,9.92,667.5736,616.416,651.2541,580.3902,613.7169,619.404,613.9175
80413,9,2005,2,9.58,462.3563,435.7012,499.4608,439.2097,481.7598,517.2022,507.3305
80414,3,2005,1,10.08,585.6465,546.9868,558.9052,536.1384,513.7533,536.9073,522.9814
80415,2,2005,1,10.17,436.6485,469.6457,434.8992,476.1596,465.566,445.2867,466.4998
80416,9,2005,1,9.58,482.1224,510.0672,505.9414,474.6513,472.4832,403.3755,471.2455
80417,1,2005,2,10.25,613.6394,557.0653,570.9787,541.269,595.4275,605.6151,581.0892
80418,9,2005,1,9.58,573.5653,583.1782,576.3144,553.672,498.0167,528.6469,558.8571
80419,1,2005,2,10.25,522.0739,547.6431,509.1618,501.8688,476.4989,502.9914,513.5181
80420,9,2005,2,9.58,549.9037,575.3289,581.8223,599.8787,540.0419,522.387,558.2761
80421,11,2004,1,10.42,407.1338,462.5717,472.9363,429.9699,445.9523,473.002,412.9957
80422,7,2005,2,9.75,487.0439,583.2141,550.1016,564.5296,553.2805,545.6369,560.0697
80423,8,2005,2,9.67,529.9745,536.945,538.9991,538.5878,520.6933,578.1523,552.2069
80424,9,2005,1,9.58,356.5003,366.325,458.0384,438.1599,448.2681,464.6163,470.3395
80425,12,2004,2,10.33,457.8285,380.2293,471.4178,467.2246,402.1732,359.271,417.097
80426,6,2003,1,11.83,485.0668,495.6828,481.9884,505.3208,471.4285,451.6581,493.0777
80427,11,2005,1,9.42,471.8299,559.5883,580.0776,530.7604,510.4631,530.7946,510.8971
80428,6,2005,2,9.83,501.9252,459.0593,469.1864,485.7935,427.9696,487.9515,508.5182
80429,3,2003,1,12.08,544.4287,510.8248,483.846,510.502,493.4557,495.6785,514.8018
90101,11,2005,1,9.5,477.5888,495.2219,502.9472,479.0913,530.0461,513.7226,532.1033
90102,5,2005,2,10,550.3746,430.4249,515.9584,502.672,583.0132,559.1844,575.58
90103,8,2005,1,9.75,505.9364,442.7878,461.1623,454.5862,478.2041,475.9778,471.5148
90104,8,2005,1,9.75,626.5485,611.3904,627.6151,577.0941,590.6245,554.1602,554.5724
90105,9,2004,1,10.67,327.0682,329.8295,404.9288,392.4134,375.0983,352.2085,375.7654
90106,2,2004,2,11.25,417.7108,389.3765,407.0865,425.7169,505.5981,500.704,486.2544
90107,1,2005,1,10.33,439.4488,432.9351,532.5101,449.8226,474.8114,491.7243,513.6396
90109,11,2005,1,9.5,519.8238,424.9765,429.3273,406.9306,403.1528,435.3826,437.8348
90110,11,2005,1,9.5,565.0329,530.7903,524.2886,509.6642,519.8853,527.428,523.8095
90111,12,2004,1,10.42,397.2946,447.0899,460.8846,432.3263,392.5942,416.3277,433.3433
90112,6,2005,1,9.92,533.6927,526.6181,551.8798,499.574,427.5718,433.092,476.4066
90113,10,2005,1,9.58,481.602,432.168,463.5799,425.2189,425.7739,367.0172,454.4885
90114,5,2005,2,10,480.3439,422.1306,472.6336,465.8319,512.1106,517.0852,538.0686
90115,2,2005,2,10.25,568.5694,537.1298,568.1386,542.9224,555.0731,539.4221,511.1407
90116,1,2005,2,10.33,371.6313,392.2187,419.678,453.3523,300.0502,295.7762,328.9884
90117,4,2005,2,10.08,488.6619,471.2808,462.007,509.3117,539.4381,519.7602,514.5102
90118,3,2005,2,10.17,425.3461,426.9087,484.8162,475.4719,422.5129,450.8781,444.7806
90120,7,2006,1,8.83,501.6456,453.1857,494.1094,422.51,421.5173,441.0723,458.5277
90121,10,2005,2,9.58,464.2654,357.0443,426.5689,399.3264,445.1079,420.7508,472.3825
90122,1,2005,2,10.33,467.4511,376.6162,349.8674,381.1653,489.4768,431.7237,443.6953
90123,1,2005,1,10.33,403.3874,513.2983,467.8013,507.9266,409.866,442.5245,386.2336
90124,11,2005,2,9.5,475.5614,457.5568,504.1601,471.6595,482.1601,473.0337,516.9202
90125,6,2005,1,9.92,347.6449,298.396,340.3153,304.8391,368.3994,380.2376,377.0841
90127,3,2005,1,10.17,485.8215,432.2799,432.4562,415.7891,519.2707,542.48,500.5608
90128,8,2004,2,10.75,448.2892,486.8754,474.642,478.2263,451.2817,470.5794,433.3651
90129,2,2005,2,10.25,641.2592,585.035,586.3445,604.2765,569.2192,559.9837,529.0761
90130,6,2005,2,9.92,509.1465,531.8682,530.3705,533.8575,488.6962,479.705,470.8837
90131,7,2005,1,9.83,486.6474,432.3348,496.2512,476.106,460.0957,477.6041,501.2515
90132,4,2005,2,10.08,460.5975,363.2321,448.5963,461.7263,403.5172,419.0184,429.5362
90133,8,2005,2,9.75,590.8712,622.1887,610.7444,599.413,621.3967,617.156,617.6842
90301,1,2005,2,10.33,593.2658,638.4154,637.5957,618.3115,619.0908,555.9266,574.7418
90302,4,2005,2,10.08,492.7301,494.415,489.8669,449.6954,513.6196,522.9897,475.6391
90303,1,2005,2,10.33,506.9217,474.4731,522.8803,502.4726,520.6829,552.5949,520.2364
90304,5,2005,2,10,562.6078,600.0229,614.2019,556.645,579.0373,554.9243,565.9236
90305,3,2005,2,10.17,600.5023,600.0146,660.2325,634.8185,604.3289,577.5111,546.2863
90306,7,2005,1,9.83,469.0198,464.09,488.0676,441.2839,441.0134,443.4116,464.6663
90307,7,2005,2,9.83,428.9924,423.2097,478.3611,457.1729,412.9447,400.6248,367.2419
90308,3,2005,2,10.17,524.0954,512.2091,486.1793,493.1748,540.9652,559.3836,533.3956
90309,10,2005,2,9.58,480.9401,412.5957,480.4918,480.2929,537.3391,535.4866,545.5051
90310,10,2005,1,9.58,494.927,444.0231,486.5825,468.5483,398.979,432.15,468.4827
90311,3,2005,1,10.17,492.3581,435.3557,516.5647,506.8821,398.0585,399.103,417.3509
90312,10,2005,1,9.58,478.4393,506.1258,550.407,547.6823,487.3565,472.4785,506.83
90313,7,2005,1,9.83,415.6725,355.6684,403.8493,278.6867,412.3117,403.6287,421.2054
90314,9,2004,2,10.67,456.1029,301.1969,383.8032,365.5785,450.6503,463.3486,429.8425
90315,5,2004,2,11,360.0722,405.0525,412.1273,422.3798,352.4072,367.0812,362.4012
90316,12,2004,2,10.42,521.245,452.9113,491.405,438.9876,452.3504,456.1991,452.8546
90317,9,2005,1,9.67,453.1463,507.367,519.6797,491.9912,463.7574,442.3655,474.7148
90318,4,2005,2,10.08,500.1221,478.7881,536.7231,539.7879,491.0533,531.9242,494.4473
90319,5,2004,2,11,326.092,350.4479,387.7468,378.242,359.0045,360.94,413.7484
90320,6,2005,1,9.92,558.9492,536.4047,584.0977,511.4221,445.8396,451,465.5236
90321,11,2005,2,9.5,458.2137,368.5088,424.3937,455.9243,393.2675,408.3103,385.5465
90322,3,2005,1,10.17,495.8197,487.1558,561.2227,490.3521,502.9091,526.3746,536.6246
90323,12,2004,1,10.42,491.3046,460.5517,498.5449,424.9629,498.0138,479.0088,508.8584
90324,11,2005,1,9.5,503.0517,529.6962,538.2415,485.6367,507.4028,510.043,507.8198
90326,12,2004,1,10.42,450.6075,452.9036,493.1997,462.3521,408.5867,409.3198,386.6688
90327,9,2004,1,10.67,503.0346,471.3386,551.3378,504.8144,496.4774,512.6099,477.7575
90328,3,2005,2,10.17,409.2008,429.5139,455.7141,490.3018,343.3511,369.5062,399.8082
90329,3,2005,1,10.17,424.5147,518.6419,547.1972,504.1704,483.1568,473.2506,474.3484
90331,2,2005,2,10.25,611.0409,585.2261,644.2161,607.8725,588.931,561.8653,566.4935
90332,6,2005,1,9.92,510.3432,468.3478,434.8778,437.1368,430.1382,500.0781,437.7716
100201,6,2005,2,9.92,483.4116,462.5542,465.0557,443.5513,443.2409,476.2251,468.8038
100202,10,2005,2,9.58,413.4108,336.5734,404.6573,362.9554,404.4721,429.5038,416.4492
100203,6,2005,2,9.92,579.5718,580.902,571.992,537.033,557.4778,540.9152,547.263
100204,9,2004,1,10.67,344.9898,327.0745,343.7689,335.1866,353.3949,381.7858,408.3605
100205,1,2004,1,11.33,368.2665,427.1158,435.5863,423.9494,370.2356,389.1825,401.6351
100206,9,2005,2,9.67,543.26,542.644,519.0532,572.349,554.7054,555.8826,527.221
100207,4,2005,1,10.08,502.6374,556.4936,560.9701,542.1862,531.8728,517.8264,542.467
100208,5,2005,2,10,529.5415,456.0559,486.6946,462.5649,508.3642,484.7952,499.6639
100209,9,2005,1,9.67,487.3612,507.7866,481.6504,472.5099,451.4117,442.3293,488.8867
100210,4,2005,1,10.08,400.3782,359.5596,390.7606,384.3181,329.9135,325.2693,357.358
100211,4,2005,1,10.08,548.4623,634.7228,640.9928,598.7977,576.7558,591.7649,557.815
100212,5,2005,1,10,463.6965,428.8747,450.1181,413.9096,489.3256,478.9895,465.4617
100213,1,2005,1,10.33,497.0057,514.6299,495.9452,546.4347,489.6387,484.5259,523.3453
100214,10,2004,2,10.58,574.8536,494.8711,496.6417,450.7744,557.3596,521.5802,524.3075
100215,2,2004,1,11.25,440.6725,487.4147,522.9215,461.2481,477.0915,479.0076,493.709
100216,4,2005,2,10.08,488.9645,425.8761,471.4154,477.3816,526.1037,510.9457,519.8882
100217,8,2005,1,9.75,507.2265,469.8944,554,475.3017,449.6105,464.6929,487.3341
100218,1,2005,2,10.33,559.0359,585.2975,550.0387,592.8875,596.7746,572.4795,591.404
100219,3,2005,1,10.17,507.0292,471.1064,478.4938,460.7336,552.7536,525.6657,532.2571
100220,3,2005,2,10.17,507.9693,460.5388,452.0389,475.402,574.8112,531.4843,503.49
100221,1,2005,1,10.33,493.5584,557.3707,552.5869,539.8064,456.028,489.8235,461.2047
100222,8,2005,2,9.75,566.2395,614.9326,596.005,557.7081,468.9436,460.5842,488.5548
100223,10,2004,1,10.58,516.159,440.0667,547.6675,455.5459,560.1415,561.944,584.5397
100224,2,2005,1,10.25,455.1329,530.1952,611.1365,589.6617,519.1287,540.9768,526.6057
100225,7,2004,1,10.83,403.849,469.6768,522.9442,483.1901,496.4748,466.9603,476.1547
100226,5,2006,1,9,407.4661,467.4531,488.1525,486.604,448.8582,466.6568,452.0927
100501,9,2005,1,9.67,448.0212,393.669,428.6241,418.145,436.1026,425.183,448.2195
100502,7,2005,1,9.83,363.2629,309.0732,412.1084,356.2044,325.2316,375.4307,384.3272
100503,11,2004,2,10.5,511.1804,529.0663,552.3896,518.7465,477.9729,504.6083,475.4276
100504,10,2004,2,10.58,522.587,481.9,500.5543,507.2868,486.5817,458.2902,500.8812
100505,12,2004,2,10.42,447.0757,515.5059,534.8877,483.2011,543.767,546.4358,546.7824
100506,4,2005,2,10.08,551.2424,590.1714,543.9626,558.2632,574.339,597.2046,537.0871
100507,12,2004,1,10.42,555.798,509.8535,530.8829,495.91,524.0145,526.9146,541.0792
100508,2,2005,2,10.25,482.093,438.8929,514.4644,533.8993,514.3653,491.0838,504.9654
100509,6,2004,2,10.92,357.3047,410.9686,491.4522,444.2017,390.3109,418.2087,418.6894
100510,2,2005,2,10.25,445.6392,411.7333,497.3121,463.9278,467.5914,489.5285,472.6469
100511,6,2004,1,10.92,376.8789,417.4483,419.4374,411.688,341.1645,364.4451,366.4127
100512,8,2005,2,9.75,399.2882,326.2288,348.9933,356.8167,402.8026,377.8355,432.511
100513,10,2004,1,10.58,418.1782,382.7343,385.2045,368.6378,454.6609,417.9606,429.59
100514,1,2005,2,10.33,573.4673,600.4924,577.6848,557.4585,550.0024,547.6177,531.8733
100515,11,2004,1,10.5,334.5598,302.9218,347.05,371.8431,285.3787,380.1814,394.2434
100516,9,2006,2,8.67,473.8724,532.5695,531.7643,524.0395,507.7625,504.0544,501.6847
100517,11,2004,1,10.5,538.6282,521.0019,473.6731,437.0982,549.1084,572.5129,557.3781
100519,12,2004,2,10.42,467.7663,417.8305,477.6471,404.3222,521.1353,527.4999,529.8398
100520,7,2005,1,9.83,486.6831,486.2575,493.9517,460.4009,383.8306,399.2365,416.1157
100521,11,2004,1,10.5,409.3139,433.5608,434.4063,467.6278,382.2558,368.6368,399.8986
100522,9,2005,2,9.67,296.6879,239.8241,261.0665,322.0982,283.5518,304.4958,350.7157
100523,1,2005,2,10.33,526.0288,537.954,575.3842,541.3091,516.9746,501.1013,506.1862
100524,1,2005,2,10.33,264.8542,382.0947,418.0763,431.657,334.4299,367.6077,373.082
100525,1,2005,1,10.33,458.8617,489.0599,506.3993,445.2511,386.3345,387.4859,368.3775
100526,8,2005,1,9.75,519.0751,430.7149,487.5201,426.0167,378.8447,416.1523,397.0537
100527,12,2004,1,10.42,578.0845,491.2828,561.0514,530.3233,547.3154,516.799,509.2496
100528,7,2005,1,9.83,524.9328,407.4948,472.135,363.639,473.2531,495.0645,483.7214
100529,6,2005,2,9.92,519.1521,451.1224,402.1655,480.2575,523.016,496.522,536.1337
100530,3,2005,2,10.17,359.7269,360.6416,409.1027,377.3045,436.5831,442.7895,429.6518
110101,6,2005,1,9.83,586.4173,539.5218,524.8084,502.1833,557.7255,534.391,570.8497
110102,8,2004,1,10.67,494.8149,435.3212,462.0359,418.7508,425.5237,420.9575,453.8853
110103,2,2005,1,10.17,615.0846,657.5603,629.2071,615.9164,608.8024,621.6041,593.0648
110104,11,2004,2,10.42,524.5001,508.8192,559.9772,525.6008,564.3056,574.6144,562.6691
110105,8,2004,2,10.67,484.9792,542.5102,544.6488,529.5562,512.2353,506.0656,517.8423
110106,6,2005,2,9.83,612.848,594.26,636.7095,613.3502,655.9392,615.047,633.1828
110107,4,2005,1,10,610.7419,601.1028,637.0136,598.6219,630.849,593.3226,646.1771
110108,11,2004,2,10.42,623.8613,685.7894,646.6477,637.9373,689.2491,648.0802,590.3141
110109,9,2004,2,10.58,635.5571,605.0911,627.7292,649.5142,575.0723,577.7765,594.9562
110110,4,2005,2,10,582.5304,647.1417,598.0999,602.9558,625.7886,628.1837,602.6315
110111,4,2005,2,10,618.6312,605.9271,612.5019,597.08,641.8646,613.3014,620.0334
110112,8,2004,2,10.67,577.81,601.2808,593.2613,570.4674,624.3337,604.9469,574.4598
110113,11,2004,1,10.42,599.3614,481.7754,548.2486,544.2631,589.8065,607.9401,576.1323
110114,6,2004,1,10.83,586.4203,470.3341,577.2677,560.4976,562.1601,547.2043,536.5972
110115,7,2005,1,9.75,506.4763,446.5282,498.3526,506.4037,431.4385,430.6478,448.3758
110116,8,2005,1,9.67,569.2642,507.4924,551.0929,555.3275,588.8464,565.2727,539.8741
110117,3,2005,2,10.08,652.9828,653.7846,610.966,613.569,633.4065,609.1521,577.4905
110118,11,2004,1,10.42,573.9216,507.5237,564.21,466.4165,537.843,567.0272,523.6188
110119,11,2004,2,10.42,497.6152,442.8796,499.9184,455.8602,492.9259,474.4921,479.4994
110120,4,2005,2,10,480.268,569.7962,552.9218,529.951,560.0557,541.6999,532.6554
110121,12,2004,1,10.33,547.8878,490.961,563.1297,504.0827,486.1671,494.4664,514.1408
110122,8,2004,2,10.67,548.3556,489.8163,520.9055,477.0391,514.6975,513.3064,509.4197
110123,2,2005,2,10.17,665.2407,658.73,690.3478,668.931,692.3495,646.6868,632.2732
110124,6,2005,1,9.83,584.2782,520.1827,563.137,528.9314,560.3379,553.5875,567.7261
110125,5,2005,1,9.92,562.9134,591.4792,568.5281,596.8789,626.9139,635.8697,611.4098
110126,6,2005,2,9.83,557.5942,609.2362,580.9868,594.9234,565.1812,561.8156,557.8572
110127,6,2005,2,9.83,549.2717,554.8116,521.0224,525.5636,576.4878,585.1271,575.4123
110201,3,2005,2,10.08,677.0924,597.1558,634.3599,582.7244,623.4807,597.8893,580.516
110202,7,2004,1,10.75,717.4242,736.9464,739.3443,705.6856,745.5081,739.3217,752.0572
110203,10,2004,1,10.5,595.1301,590.8129,566.6425,580.2283,595.7472,561.2188,575.5547
110204,8,2004,2,10.67,379.5398,381.3771,452.6391,432.0845,446.7864,470.4882,454.1427
110205,8,2004,2,10.67,461.8117,499.262,501.0032,510.9202,460.6885,454.3131,476.6229
110206,1,2005,1,10.25,442.5392,363.8374,457.6182,398.5454,459.9393,441.6375,501.8149
110208,5,2005,2,9.92,479.4508,530.7779,557.3356,521.7428,486.3571,523.005,484.83
110209,10,2004,2,10.5,621.8681,568.9968,606.1522,598.8206,585.5051,584.0806,596.4367
110210,1,2005,1,10.25,509.8425,530.5365,510.5957,502.3494,510.5733,504.2752,511.3081
110211,4,2004,1,11,504.4502,443.2584,496.5931,489.0105,513.5114,533.3214,515.9424
110212,10,2004,1,10.5,520.2429,452.4977,544.1644,446.378,557.4294,559.7722,520.6935
110213,7,2004,1,10.75,648.683,601.1225,604.1321,560.6527,618.6816,626.8578,582.3227
110214,8,2004,2,10.67,582.1575,595.2177,600.852,567.964,528.3893,555.5855,544.9551
110215,11,2004,1,10.42,614.5384,578.7723,546.3479,539.8764,563.2392,584.7343,562.3186
110216,9,2004,2,10.58,582.8657,592.3746,608.1864,595.4224,680.9113,648.122,683.8898
110217,1,2005,2,10.25,628.849,645.5959,690.8851,604.8649,716.5218,705.8638,674.137
110218,12,2004,1,10.33,622.0125,688.5821,687.2517,686.654,546.2316,555.8344,562.3369
110219,6,2005,1,9.83,499.4928,521.9595,500.1245,489.9875,483.5689,486.4684,491.5694
110220,8,2004,1,10.67,538.8427,515.6159,573.641,535.7725,628.5142,637.6463,607.1131
110221,5,2005,1,9.92,525.336,545.9568,613.8289,530.0077,568.9714,568.053,550.9337
110222,10,2004,2,10.5,611.5391,587.7528,566.722,596.8479,620.5302,613.618,567.3976
110223,7,2005,2,9.75,554.5024,629.896,622.9147,620.62,591.1303,572.8445,572.0153
110224,11,2004,1,10.42,609.374,584.3148,600.7001,561.7777,577.9436,579.7171,529.3209
110225,9,2004,2,10.58,580.325,573.7031,538.3343,531.6523,563.2401,554.324,556.5222
110226,12,2004,2,10.33,548.5165,525.8261,504.3502,491.7543,483.8942,494.5969,502.5723
110227,5,2005,2,9.92,629.674,702.8716,709.5208,682.1433,667.7296,676.6454,640.8816
120102,10,2004,1,10.5,627.1967,585.9012,609.7201,577.1015,616.2491,609.9125,568.639
120103,8,2004,2,10.67,558.1206,520.452,495.6657,537.8899,617.7081,611.6863,611.7437
120104,5,2005,1,9.92,511.4327,518.5196,513.0285,547.4962,446.3805,478.8439,463.6654
120106,11,2004,2,10.42,545.5966,619.9446,630.6783,614.681,593.3142,601.0065,565.8422
120107,4,2005,1,10,552.7505,523.4204,576.6234,592.1897,565.2975,522.0083,556.8609
120108,8,2005,2,9.67,668.4719,713.4997,694.2029,697.0903,609.533,569.0186,593.7059
120109,6,2005,2,9.83,591.9194,560.7393,546.7192,548.9654,519.741,531.8989,541.6668
120110,2,2005,1,10.17,654.9403,512.0708,589.8145,544.4365,586.9476,566.3879,551.2959
120111,4,2005,1,10,532.8481,498.3572,554.9543,514.9152,547.3562,537.9006,542.4748
120112,7,2005,2,9.75,666.1852,637.638,628.1579,628.5083,714.8744,688.6591,665.8341
120113,9,2004,2,10.58,587.2204,547.204,564.5575,601.0102,576.8053,548.2663,588.1806
120114,1,2005,1,10.25,559.4217,556.9775,569.9354,571.0767,511.358,515.183,569.8255
120115,1,2005,2,10.25,509.6861,545.5943,559.1304,590.0082,529.5926,510.9834,544.0184
120116,2,2005,1,10.17,607.4848,643.6141,710.2517,633.5596,621.2268,613.0984,559.2817
120118,4,2005,2,10,522.4235,572.2551,636.161,582.9974,576.7695,609.8252,589.2573
120120,4,2005,1,10,586.2437,556.0546,590.4754,576.8543,629.4663,633.4561,585.5182
120121,7,2005,1,9.75,504.4232,566.3371,574.9607,558.268,606.9467,564.6014,589.0465
120122,6,2005,1,9.83,612.2227,550.7892,593.8383,537.6193,592.9232,618.9789,598.214
120123,3,2005,1,10.08,613.8181,606.4964,653.6811,677.0743,641.8149,619.83,637.9376
120301,7,2005,1,9.75,386.1847,380.376,370.4052,375.5272,381.6308,368.7492,389.2077
120302,11,2004,1,10.42,545.226,556.8194,600.7635,524.8109,545.1897,531.1807,544.3286
120303,7,2005,2,9.75,517.4679,526.7968,514.1523,532.9307,459.9016,465.4242,488.5669
120304,5,2005,1,9.92,626.5538,623.5028,640.1792,589.5824,683.4607,642.5208,673.2406
120305,1,2005,2,10.25,577.6049,528.667,526.7972,520.2015,615.1921,577.9803,610.796
120306,2,2005,1,10.17,508.2211,514.5233,544.8172,520.9989,516.8321,488.7954,512.1447
120307,1,2005,2,10.25,564.5706,558.7926,583.6861,574.0924,652.1919,672.3753,623.0068
120308,7,2005,2,9.75,606.7281,628.3733,621.5905,597.143,517.2874,536.0774,498.4852
120309,12,2004,2,10.33,542.003,537.9589,602.8478,546.4702,580.5756,548.6817,563.3879
120310,1,2004,2,11.25,559.1126,545.3679,604.3366,504.6111,540.9623,572.8405,572.2598
120311,3,2005,1,10.08,628.4102,619.7883,630.432,583.631,623.3079,636.9623,563.6908
120312,1,2005,1,10.25,525.3284,531.6126,580.9261,541.8617,534.0128,561.1965,497.1718
120314,3,2005,2,10.08,599.9748,620.2002,577.9306,610.9076,624.3536,605.0497,623.2527
120315,6,2005,1,9.83,502.9957,477.076,523.2039,506.0327,517.4713,517.8422,501.0522
120316,6,2005,2,9.83,504.5776,502.9831,548.5062,531.3234,502.5139,506.1438,486.2214
120317,7,2004,1,10.75,592.5758,668.9572,674.748,639.5788,581.558,620.1148,596.6174
120319,11,2004,1,10.42,604.1748,548.7253,517.0141,582.755,557.9369,551.8883,561.4454
120320,7,2004,1,10.75,529.3282,545.2689,513.8289,551.4328,547.1212,584.945,547.9133
130201,3,2005,1,10.08,503.9923,501.364,532.2124,532.2226,531.0076,530.4779,510.6377
130202,6,2005,2,9.83,553.381,635.5675,673.8341,622.4024,675.6007,647.5146,620.2869
130203,5,2005,2,9.92,602.466,646.8768,651.1043,611.3627,597.7444,590.7635,587.9939
130204,3,2005,2,10.08,529.0435,517.1835,524.5272,528.3937,588.8265,572.337,539.4987
130205,8,2004,1,10.67,526.0335,496.4099,519.8212,485.8597,519.5799,496.7086,469.2806
